run,mcs,phase,is_growth_window,tumor_cells,normal_cells,hypoxic_cells,necrotic_cells,tumor_like_cells,hypoxic_fraction,necrotic_fraction,avg_tumor_volume,total_tumor_volume,avg_tumor_target_volume,avg_tumor_volume_growth_rate,avg_tumor_target_growth_rate,total_tumor_volume_growth_rate,endothelial_cells,vascular_like_cells,active_neovascular_cells,vascular_cells,inactive_neovascular_cells,avg_endothelial_volume,avg_vascular_volume,avg_endothelial_volume_growth_rate,avg_vascular_volume_growth_rate,mean_tumor_oxygen,mean_tumor_vegf,mean_tumor_vegf1,mean_tumor_vegf2,mean_endothelial_oxygen,mean_endothelial_vegf,mean_vascular_oxygen,mean_vascular_vegf1,mean_vascular_vegf2
4,0,growth,1,204,204,0,0,204,0.0,0.0,16.0,3264.0,22.5,0.0,0.0,0.0,9,13,0,4,9,64.0,1900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,10,growth,1,204,204,0,0,204,0.0,0.0,18.068627450980394,3686.0,22.5,0.2068627450980392,0.0,42.2,9,13,0,4,9,39.111111111111114,1900.0,-2.488888888888889,0.0,0.0007903853489137,0.0,0.0,0.0,70.0,0.0,90.0,1.6050463616847992,0.0
4,20,growth,1,204,204,0,0,204,0.0,0.0,19.245098039215687,3926.0,22.5,0.1176470588235294,0.0,24.0,9,13,0,4,9,39.55555555555556,1900.0,0.0444444444444444,0.0,0.0799534829466389,0.0,0.0,0.0,70.0,0.0,90.0,2.5657240748405457,0.0
4,30,growth,1,204,204,0,0,204,0.0,0.0,19.91176470588235,4062.0,22.5,0.0666666666666666,0.0,13.6,9,13,0,4,9,39.55555555555556,1900.0,0.0,0.0,0.3989986072741814,0.0,0.0,0.0,70.0,0.0,90.0,3.139704465866089,0.0
4,40,growth,1,204,204,0,0,204,0.0,0.0,20.455882352941178,4173.0,22.5,0.0544117647058823,0.0,11.1,9,13,0,4,9,39.333333333333336,1900.0,-0.0222222222222222,0.0,0.8888569346026463,0.0,0.0,0.0,70.0,0.0,90.0,3.4817230701446533,0.0
4,50,growth,1,204,204,0,0,204,0.0,0.0,20.87254901960784,4258.0,22.5,0.0416666666666666,0.0,8.5,9,13,0,4,9,39.77777777777778,1900.0,0.0444444444444444,0.0,1.4862496492398136,0.0,0.0,0.0,70.0,0.0,90.0,3.685067355632782,0.0
4,60,growth,1,204,204,0,0,204,0.0,0.0,21.166666666666668,4318.0,22.5,0.0294117647058823,0.0,6.0,9,13,0,4,9,39.44444444444444,1900.0,-0.0333333333333333,0.0,2.162241049549159,0.0,0.0,0.0,70.0,0.0,90.0,3.805791974067688,0.0
4,70,growth,1,204,204,0,0,204,0.0,0.0,21.254901960784313,4336.0,22.5,0.0088235294117647,0.0,1.8,9,13,0,4,9,39.44444444444444,1900.0,0.0,0.0,2.8875895283531907,0.0,0.0,0.0,70.0,0.0,90.0,3.877397119998932,0.0
4,80,growth,1,204,204,0,0,204,0.0,0.0,21.392156862745097,4364.0,22.5,0.0137254901960784,0.0,2.8,9,13,0,4,9,39.666666666666664,1900.0,0.0222222222222222,0.0,3.614277220093737,0.0,1.7172775298098248e-46,0.0,70.0,0.0,90.0,3.919837653636933,0.0
4,90,growth,1,204,204,0,0,204,0.0,0.0,21.495098039215687,4385.0,22.5,0.0102941176470588,0.0,2.1,9,13,0,4,9,39.666666666666664,1900.0,0.0,0.0,4.350407791780491,0.0,1.0037418470637233e-42,0.0,70.0,0.0,90.0,3.9449599385261536,0.0
4,100,growth,1,204,204,0,0,204,0.0,0.0,21.524509803921568,4391.0,22.5,0.0029411764705882,0.0,0.6,9,13,0,4,9,39.22222222222222,1900.0,-0.0444444444444444,0.0,5.004915303897624,0.0,4.821517004214603e-41,0.0,70.0,0.0,90.0,3.959792673587799,0.0
4,110,growth,1,204,204,0,0,204,0.0,0.0,21.5,4386.0,22.5,-0.0024509803921568,0.0,-0.5,9,13,0,4,9,40.0,1900.0,0.0777777777777777,0.0,5.6344746155481715,0.0,4.8041768561793386e-39,0.0,70.0,0.0,90.0,3.968544363975525,0.0
4,120,growth,1,204,204,0,0,204,0.0,0.0,21.514705882352946,4389.0,22.5,0.0014705882352941,0.0,0.3,9,13,0,4,9,40.111111111111114,1900.0,0.0111111111111111,0.0,6.211044417000284,0.0,2.5760553511940227e-37,0.0,70.0,0.0,90.0,3.97370845079422,0.0
4,130,growth,1,204,204,0,0,204,0.0,0.0,21.514705882352946,4389.0,22.5,0.0,0.0,0.0,9,13,0,4,9,39.44444444444444,1900.0,-0.0666666666666666,0.0,6.706208259451623,0.0,2.2055275079708913e-36,0.0,70.0,0.0,90.0,3.976750433444977,0.0
4,140,growth,1,204,204,0,0,204,0.0,0.0,21.534313725490197,4393.0,22.5,0.0019607843137254,0.0,0.4,9,13,0,4,9,39.77777777777778,1900.0,0.0333333333333333,0.0,7.186884877728481,0.0,1.608824902675618e-34,0.0,70.0,0.0,90.0,3.978511869907379,0.0
4,150,growth,1,204,204,0,0,204,0.0,0.0,21.563725490196077,4399.0,22.5,0.0029411764705882,0.0,0.6,9,13,0,4,9,39.0,1900.0,-0.0777777777777777,0.0,7.6332402746467025,0.0,1.705546937648831e-33,0.0,70.0,0.0,90.0,3.979526042938232,0.0
4,160,growth,1,204,204,0,0,204,0.0,0.0,21.529411764705884,4392.0,22.5,-0.0034313725490196,0.0,-0.7,9,13,0,4,9,39.333333333333336,1900.0,0.0333333333333333,0.0,7.948455360590243,0.0,2.632152098462699e-32,0.0,70.0,0.0,90.0,3.980155050754547,0.0
4,170,growth,1,204,204,0,0,204,0.0,0.0,21.480392156862745,4382.0,22.5,-0.0049019607843137,0.0,-1.0,9,13,0,4,9,40.22222222222222,1900.0,0.0888888888888888,0.0,8.271468799488217,0.0,7.595810719281599e-31,0.0,70.0,0.0,90.0,3.980578660964966,0.0
4,180,growth,1,204,204,0,0,204,0.0,0.0,21.46078431372549,4378.0,22.5,-0.0019607843137254,0.0,-0.4,9,13,0,4,9,39.77777777777778,1900.0,-0.0444444444444444,0.0,8.617626855770746,0.0,4.9664878251699095e-30,0.0,70.0,0.0,90.0,3.9808868765830994,0.0
4,190,growth,1,204,204,0,0,204,0.0,0.0,21.524509803921568,4391.0,22.5,0.0063725490196078,0.0,1.3,9,13,0,4,9,39.77777777777778,1900.0,0.0,0.0,8.88488430369134,0.0,7.818723891259266e-30,0.0,70.0,0.0,90.0,3.9811297059059143,0.0
4,200,growth,1,204,204,0,0,204,0.0,0.0,21.534313725490197,4393.0,22.5,0.0009803921568627,0.0,0.2,9,13,0,4,9,39.77777777777778,1900.0,0.0,0.0,9.133262640120936,0.0,5.575848975521441e-29,0.0,70.0,0.0,90.0,3.98132985830307,0.0
4,210,growth,1,204,204,0,0,204,0.0,0.0,21.612745098039216,4409.0,22.5,0.0078431372549019,0.0,1.6,9,13,0,4,9,39.44444444444444,1900.0,-0.0333333333333333,0.0,9.39406618417478,0.0,1.6697785351415191e-28,0.0,70.0,0.0,90.0,3.9815000891685486,0.0
4,220,growth,1,204,204,0,0,204,0.0,0.0,21.558823529411764,4398.0,22.5,-0.005392156862745,0.0,-1.1,9,13,0,4,9,39.111111111111114,1900.0,-0.0333333333333333,0.0,9.580405601099423,0.0,6.103508454233251e-28,0.0,70.0,0.0,90.0,3.981649339199066,0.0
4,230,growth,1,204,204,0,0,204,0.0,0.0,21.485294117647054,4383.0,22.5,-0.0073529411764705,0.0,-1.5,9,13,0,4,9,39.666666666666664,1900.0,0.0555555555555555,0.0,9.726939206029854,0.0,2.6424922758971337e-27,0.0,70.0,0.0,90.0,3.981779575347901,0.0
4,240,growth,1,204,204,0,0,204,0.0,0.0,21.563725490196077,4399.0,22.5,0.0078431372549019,0.0,1.6,9,13,0,4,9,39.888888888888886,1900.0,0.0222222222222222,0.0,9.876543155487846,0.0,6.371409015594697e-27,0.0,70.0,0.0,90.0,3.9818912148475647,0.0
4,250,growth,1,204,204,0,0,204,0.0,0.0,21.58823529411765,4404.0,22.5,0.0024509803921568,0.0,0.5,9,13,0,4,9,39.666666666666664,1900.0,-0.0222222222222222,0.0,10.03643284767282,0.0,1.7253462640693814e-26,0.0,70.0,0.0,90.0,3.98198539018631,0.0
4,260,growth,1,204,204,0,0,204,0.0,0.0,21.59803921568627,4406.0,22.5,0.0009803921568627,0.0,0.2,9,13,0,4,9,39.55555555555556,1900.0,-0.0111111111111111,0.0,10.180304390542648,0.0,1.5744773799417983e-26,0.0,70.0,0.0,90.0,3.9820629358291626,0.0
4,270,growth,1,204,204,0,0,204,0.0,0.0,21.573529411764707,4401.0,22.5,-0.0024509803921568,0.0,-0.5,9,13,0,4,9,39.333333333333336,1900.0,-0.0222222222222222,0.0,10.306554135154276,0.0,7.38047638329627e-26,0.0,70.0,0.0,90.0,3.9821261763572697,0.0
