run,mcs,phase,is_growth_window,tumor_cells,normal_cells,hypoxic_cells,necrotic_cells,tumor_like_cells,hypoxic_fraction,necrotic_fraction,avg_tumor_volume,avg_normal_volume,avg_hypoxic_volume,avg_necrotic_volume,total_tumor_volume,avg_tumor_target_volume,tumor_effective_radius,tumor_mean_radius,tumor_radius_std,tumor_radial_cv,tumor_span_x,tumor_span_y,tumor_aspect_ratio,mean_tumor_to_vessel_distance,min_tumor_to_vessel_distance,tumor_near_vessel_fraction,hypoxic_core_offset,hypoxic_mean_radius,necrotic_mean_radius,hypoxic_inner_fraction,necrotic_inner_fraction,normal_fraction,vessel_coverage_gap,normal_mean_radius,mean_dist_to_sprout,min_dist_to_sprout,proximity_threshold,avg_tumor_volume_growth_rate,avg_tumor_target_growth_rate,total_tumor_volume_growth_rate,endothelial_cells,neovascular_cells,vascular_like_cells,active_neovascular_cells,vascular_cells,inactive_neovascular_cells,avg_active_neovascular_volume,avg_inactive_neovascular_volume,avg_neovascular_volume,avg_endothelial_volume,avg_parent_vessel_volume,avg_endothelial_volume_growth_rate,avg_parent_vessel_volume_growth_rate,mean_tumor_oxygen,mean_tumor_vegf,mean_tumor_vegf1,mean_tumor_vegf2,mean_endothelial_oxygen,mean_endothelial_vegf,mean_vascular_oxygen,mean_vascular_vegf1,mean_vascular_vegf2,tumor_oxygen_per_neovascular_cell,tumor_oxygen_per_neovascular_volume,hypoxia_per_neovascular_cell
6,0,growth,1,13,13,0,0,13,0.0,0.0,16.0,16.0,0.0,0.0,208.0,22.5,8.136857890256438,5.386640797342879,1.7814179837498287,0.3307103723397644,12.0,12.0,1.0,85.1573084809582,80.02499609497022,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,5.386640797342879,85.63445027037271,80.02499609497022,15.0,0.0,0.0,0.0,9,9,13,0,4,9,0.0,64.0,64.0,64.0,1900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,10,growth,1,13,13,0,0,13,0.0,0.0,20.076923076923077,20.076923076923077,0.0,0.0,261.0,22.5,9.114761669619748,5.735852135425878,1.8927634254089605,0.3299881832236991,14.0,14.0,1.0,85.84459213178624,80.00624975587844,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,5.735852135425878,86.8751120284031,80.00624975587844,15.0,0.4076923076923077,0.0,5.3,9,9,13,0,4,9,0.0,39.111111111111114,39.111111111111114,39.111111111111114,1900.0,-2.488888888888889,0.0,7.738591481125485e-07,0.0,0.0,0.0,70.0,0.0,90.0,1.6050463616847992,0.0,8.598434979028316e-08,2.1984634889561038e-09,0.0
6,20,growth,1,13,13,0,0,13,0.0,0.0,20.0,20.0,0.0,0.0,260.0,22.5,9.09728368293446,5.8788616616298786,1.8965260365218737,0.3226008954931035,15.0,13.0,1.1538461538461535,86.71752310262467,82.00609733428362,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,5.8788616616298786,88.17134971291983,82.00609733428362,15.0,-0.0076923076923076,0.0,-0.1,9,9,13,0,4,9,0.0,39.55555555555556,39.55555555555556,39.55555555555556,1900.0,0.0444444444444444,0.0,0.0036926188219625,0.0,0.0,0.0,70.0,0.0,90.0,2.5657249093055725,0.0,0.000410290980218,1.03725247807936e-05,0.0
6,30,growth,1,13,13,0,0,13,0.0,0.0,20.923076923076923,20.923076923076923,0.0,0.0,272.0,22.5,9.304852983362556,5.974760411027954,1.979030865237211,0.3312318367753126,15.0,13.0,1.1538461538461535,86.75656634280276,82.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,5.974760411027954,88.58525702295104,82.0,15.0,0.0923076923076923,0.0,1.2,9,9,13,0,4,9,0.0,39.55555555555556,39.55555555555556,39.55555555555556,1900.0,0.0,0.0,0.0761507339775562,0.0,0.0,0.0,70.0,0.0,90.0,3.13971608877182,0.0,0.0084611926641729,0.0002139065561167,0.0
6,40,growth,1,13,13,0,0,13,0.0,0.0,20.384615384615383,20.384615384615383,0.0,0.0,265.0,22.5,9.18434101276213,5.960193471486149,1.989114863580596,0.3337332710920571,14.0,13.0,1.0769230769230769,86.9909393902786,82.00609733428362,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,5.960193471486149,88.66700272162849,82.00609733428362,15.0,-0.0538461538461538,0.0,-0.7,9,9,13,0,4,9,0.0,39.666666666666664,39.666666666666664,39.666666666666664,1900.0,0.0111111111111111,0.0,0.3558583007409022,0.0,0.0,0.0,70.0,0.0,90.0,3.481756687164306,0.0,0.0395398111934335,0.0009968019628596,0.0
6,50,growth,1,13,13,0,0,13,0.0,0.0,21.307692307692307,21.307692307692307,0.0,0.0,277.0,22.5,9.389986074159536,5.933191502589806,1.9605591161608689,0.3304392105505267,15.0,13.0,1.1538461538461535,86.75441683336524,82.02438661763951,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,5.933191502589806,88.5889691619753,82.02438661763951,15.0,0.0923076923076923,0.0,1.2,9,9,13,0,4,9,0.0,39.333333333333336,39.333333333333336,39.333333333333336,1900.0,-0.0333333333333333,0.0,0.883992245564094,0.0,0.0,0.0,70.0,0.0,90.0,3.6851247549057007,0.0,0.0982213606182326,0.0024971532360567,0.0
6,60,growth,1,13,13,0,0,13,0.0,0.0,20.23076923076923,20.23076923076923,0.0,0.0,263.0,22.5,9.149617481968136,5.881388262450496,1.9032048607362195,0.3235978948860016,15.0,13.0,1.1538461538461535,86.99286982518566,82.05485969764375,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,5.881388262450496,89.04227284652741,82.05485969764375,15.0,-0.1076923076923077,0.0,-1.4,9,9,13,0,4,9,0.0,39.888888888888886,39.888888888888886,39.888888888888886,1900.0,0.0555555555555555,0.0,1.628358217386099,0.0,0.0,0.0,70.0,0.0,90.0,3.8058757185935974,0.0,0.1809286908206776,0.0045358167615211,0.0
6,70,growth,1,13,13,0,0,13,0.0,0.0,20.53846153846154,20.53846153846154,0.0,0.0,267.0,22.5,9.218933756735217,5.89343370952264,2.0251820005897616,0.3436336269155726,15.0,13.0,1.1538461538461535,86.97758715631389,82.09750300709517,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,5.89343370952264,89.06918962391595,82.09750300709517,15.0,0.0307692307692307,0.0,0.4,9,9,13,0,4,9,0.0,39.55555555555556,39.55555555555556,39.55555555555556,1900.0,-0.0333333333333333,0.0,2.527719185902522,0.0,0.0,0.0,70.0,0.0,90.0,3.8775211572647095,0.0,0.2808576873225024,0.007100334791861,0.0
6,80,growth,1,13,13,0,0,13,0.0,0.0,20.692307692307693,20.692307692307693,0.0,0.0,269.0,22.5,9.25339718068125,6.0597654972851505,1.9026513943095336,0.3139810270153103,15.0,13.0,1.1538461538461535,87.04157887732156,82.02438661763951,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,6.0597654972851505,89.0638102898068,82.02438661763951,15.0,0.0153846153846153,0.0,0.2,9,9,13,0,4,9,0.0,39.333333333333336,39.333333333333336,39.333333333333336,1900.0,-0.0222222222222222,0.0,3.8826428743509145,0.0,0.0,0.0,70.0,0.0,90.0,3.9200146794319153,0.0,0.4314047638167683,0.0109679177241551,0.0
6,90,growth,1,13,13,0,0,13,0.0,0.0,21.0,21.0,0.0,0.0,273.0,22.5,9.321941800299705,6.0613046023019175,1.8125512358081075,0.2990364871482865,15.0,13.0,1.1538461538461535,86.49612261821397,81.02468759581859,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,6.0613046023019175,88.17470828125384,81.02468759581859,15.0,0.0307692307692307,0.0,0.4,9,9,13,0,4,9,0.0,39.55555555555556,39.55555555555556,39.55555555555556,1900.0,0.0222222222222222,0.0,5.568376834575947,0.0,0.0,0.0,70.0,0.0,90.0,3.9452138543128967,0.0,0.6187085371751052,0.0156415079622919,0.0
