run,mcs,phase,is_growth_window,tumor_cells,normal_cells,hypoxic_cells,necrotic_cells,tumor_like_cells,hypoxic_fraction,necrotic_fraction,avg_tumor_volume,avg_normal_volume,avg_hypoxic_volume,avg_necrotic_volume,total_tumor_volume,avg_tumor_target_volume,tumor_effective_radius,tumor_mean_radius,tumor_radius_std,tumor_radial_cv,tumor_span_x,tumor_span_y,tumor_aspect_ratio,mean_tumor_to_vessel_distance,min_tumor_to_vessel_distance,tumor_near_vessel_fraction,hypoxic_core_offset,hypoxic_mean_radius,necrotic_mean_radius,hypoxic_inner_fraction,necrotic_inner_fraction,normal_fraction,vessel_coverage_gap,normal_mean_radius,mean_dist_to_sprout,min_dist_to_sprout,proximity_threshold,avg_tumor_volume_growth_rate,avg_tumor_target_growth_rate,total_tumor_volume_growth_rate,endothelial_cells,neovascular_cells,vascular_like_cells,active_neovascular_cells,vascular_cells,inactive_neovascular_cells,avg_active_neovascular_volume,avg_inactive_neovascular_volume,avg_neovascular_volume,avg_endothelial_volume,avg_parent_vessel_volume,avg_endothelial_volume_growth_rate,avg_parent_vessel_volume_growth_rate,mean_tumor_oxygen,mean_tumor_vegf,mean_tumor_vegf1,mean_tumor_vegf2,mean_endothelial_oxygen,mean_endothelial_vegf,mean_vascular_oxygen,mean_vascular_vegf1,mean_vascular_vegf2,tumor_oxygen_per_neovascular_cell,tumor_oxygen_per_neovascular_volume,hypoxia_per_neovascular_cell
5,0,growth,1,204,204,0,0,204,0.0,0.0,16.0,16.0,0.0,0.0,3264.0,22.5,32.23295624828558,21.555074271738068,7.614343706419764,0.3532506365057303,61.0,60.0,1.0166666666666666,72.97209986072608,56.0357029044876,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,21.555074271738068,85.78431219519621,56.0357029044876,15.0,0.0,0.0,0.0,9,9,13,0,4,9,0.0,64.0,64.0,64.0,1900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,10,growth,1,204,204,0,0,204,0.0,0.0,18.03921568627451,18.03921568627451,0.0,0.0,3680.0,22.5,34.225434710991614,22.37627749160717,8.049973964805075,0.3597548326715395,63.0,65.0,0.9692307692307692,72.6613739137122,55.08175741568164,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,22.37627749160717,86.94834082846255,55.08175741568164,15.0,0.2039215686274509,0.0,41.6,9,9,13,0,4,9,0.0,40.0,40.0,40.0,1900.0,-2.4,0.0,0.000798924256498,0.0,0.0,0.0,70.0,0.0,90.0,1.6050463616847992,0.0,8.87693618331112e-05,2.21923404582778e-06,0.0
5,20,growth,1,204,204,0,0,204,0.0,0.0,19.083333333333332,19.083333333333332,0.0,0.0,3893.0,22.5,35.20199407581192,23.037455423801703,8.292188794066563,0.3599437803143522,66.0,65.0,1.015384615384615,72.16060869953695,55.036351623268054,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,23.037455423801703,87.27980194923154,55.036351623268054,15.0,0.1044117647058823,0.0,21.3,9,9,13,0,4,9,0.0,39.44444444444444,39.44444444444444,39.44444444444444,1900.0,-0.0555555555555555,0.0,0.0790619290021234,0.0,0.0,0.0,70.0,0.0,90.0,2.5657249689102173,0.0,0.0087846587780137,0.0002227096591609,0.0
5,30,growth,1,204,204,0,0,204,0.0,0.0,19.794117647058822,19.794117647058822,0.0,0.0,4038.0,22.5,35.85157347188749,23.62461001303243,8.447043121895565,0.3575527010704424,68.0,68.0,1.0,71.98568035303633,54.037024344425184,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,23.62461001303243,87.87997678965799,54.037024344425184,15.0,0.071078431372549,0.0,14.5,9,9,13,0,4,9,0.0,39.22222222222222,39.22222222222222,39.22222222222222,1900.0,-0.0222222222222222,0.0,0.4024828334256787,0.0,0.0,0.0,70.0,0.0,90.0,3.1397141218185425,0.0,0.0447203148250754,0.001140177998373,0.0
5,40,growth,1,204,204,0,0,204,0.0,0.0,20.41176470588235,20.41176470588235,0.0,0.0,4164.0,22.5,36.40662530459675,24.100429086982547,8.541352712198245,0.3544066655979879,67.0,68.0,0.9852941176470588,71.70560484672073,54.08326913195984,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,24.100429086982547,88.27783871530126,54.08326913195984,15.0,0.0617647058823529,0.0,12.6,9,9,13,0,4,9,0.0,39.77777777777778,39.77777777777778,39.77777777777778,1900.0,0.0555555555555555,0.0,0.8959350081562412,0.0,0.0,0.0,70.0,0.0,90.0,3.481743335723877,0.0,0.0995483342395823,0.0025026117546263,0.0
5,50,growth,1,204,204,0,0,204,0.0,0.0,20.794117647058822,20.794117647058822,0.0,0.0,4242.0,22.5,36.746027502189136,24.36582692160153,8.60348852369091,0.3530965130538411,68.0,69.0,0.9855072463768116,71.4824280759971,54.037024344425184,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,24.36582692160153,88.26644969168123,54.037024344425184,15.0,0.038235294117647,0.0,7.8,9,9,13,0,4,9,0.0,39.44444444444444,39.44444444444444,39.44444444444444,1900.0,-0.0333333333333333,0.0,1.4795947401400875,0.0,0.0,0.0,70.0,0.0,90.0,3.6850935220718384,0.0,0.1643994155711208,0.0041678725074368,0.0
5,60,growth,1,204,204,0,0,204,0.0,0.0,21.024509803921568,21.024509803921568,0.0,0.0,4289.0,22.5,36.949033841797245,24.484042745010235,8.62778506479543,0.3523840059686934,69.0,69.0,1.0,71.39308226891359,54.037024344425184,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,24.484042745010235,88.36871788946286,54.037024344425184,15.0,0.0230392156862745,0.0,4.7,9,9,13,0,4,9,0.0,39.44444444444444,39.44444444444444,39.44444444444444,1900.0,0.0,0.0,2.1411537676319186,0.0,0.0,0.0,70.0,0.0,90.0,3.8058302998542786,0.0,0.2379059741813242,0.0060314190637518,0.0
5,70,growth,1,204,204,0,0,204,0.0,0.0,21.19607843137255,21.19607843137255,0.0,0.0,4324.0,22.5,37.09948716436268,24.670046626035752,8.667821358773915,0.3513500193236867,70.0,70.0,1.0,71.21023087805469,54.037024344425184,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,24.670046626035752,88.47106316987613,54.037024344425184,15.0,0.017156862745098,0.0,3.5,9,9,13,0,4,9,0.0,39.333333333333336,39.333333333333336,39.333333333333336,1900.0,-0.0111111111111111,0.0,2.8863526513325235,0.0,0.0,0.0,70.0,0.0,90.0,3.877471625804901,0.0,0.3207058501480582,0.0081535385630862,0.0
5,80,growth,1,204,204,0,0,204,0.0,0.0,21.313725490196077,21.313725490196077,0.0,0.0,4348.0,22.5,37.202303492218356,24.74483306264756,8.673464997657819,0.350516205775114,69.0,71.0,0.971830985915493,71.18132597498187,53.600373133029585,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,24.74483306264756,88.50021267725818,53.600373133029585,15.0,0.0117647058823529,0.0,2.4,9,9,13,0,4,9,0.0,40.111111111111114,40.111111111111114,40.111111111111114,1900.0,0.0777777777777777,0.0,3.6118558461175247,0.0,7.899476637125194e-46,0.0,70.0,0.0,90.0,3.919970989227295,0.0,0.4013173162352805,0.0100051408479709,0.0
5,90,growth,1,204,204,0,0,204,0.0,0.0,21.42156862745098,21.42156862745098,0.0,0.0,4370.0,22.5,37.29630280099041,24.758047846039304,8.739529667270537,0.352997527172509,69.0,70.0,0.9857142857142858,71.19725984851036,54.037024344425184,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,24.758047846039304,88.51468822825433,54.037024344425184,15.0,0.0107843137254901,0.0,2.2,9,9,13,0,4,9,0.0,39.666666666666664,39.666666666666664,39.666666666666664,1900.0,-0.0444444444444444,0.0,4.32385190488661,0.0,2.6805328418307517e-43,0.0,70.0,0.0,90.0,3.945178985595703,0.0,0.4804279894318456,0.0121116299856767,0.0
