mcs,tumor_cells,normal_cells,hypoxic_cells,necrotic_cells,tumor_like_cells,hypoxic_fraction,necrotic_fraction,avg_tumor_volume,total_tumor_volume,avg_tumor_target_volume,avg_tumor_volume_growth_rate,avg_tumor_target_growth_rate,total_tumor_volume_growth_rate,endothelial_cells,vascular_like_cells,active_neovascular_cells,vascular_cells,inactive_neovascular_cells,avg_endothelial_volume,avg_vascular_volume,avg_endothelial_volume_growth_rate,avg_vascular_volume_growth_rate,mean_tumor_oxygen,mean_tumor_vegf,mean_tumor_vegf1,mean_tumor_vegf2,mean_endothelial_oxygen,mean_endothelial_vegf,mean_vascular_oxygen,mean_vascular_vegf1,mean_vascular_vegf2
125,13,13,15,30,58,0.25862068965517243,0.5172413793103449,17.724137931034484,1028.0,16.528461916693324,0.0,-0.013927657028724408,0.0,13,13,0,1,12,105.76923076923077,105.76923076923077,1.0769230769230769,1.0769230769230769,5.114116501191567,43.24681831228322,1.8949038844579354e-06,43.24681831228322,71.5370366023137,0.8069730005585231,71.5370366023137,11.829294874117924,0.8069730005585231
126,13,13,15,30,58,0.25862068965517243,0.5172413793103449,17.67241379310345,1025.0,16.51452794568292,-0.05172413793103448,-0.013933971010405442,-3.0,13,13,0,1,12,105.3076923076923,105.3076923076923,-0.46153846153846156,-0.46153846153846156,5.12311109489408,43.26348179784314,1.8154724256522959e-06,43.26348179784314,71.65490634624774,0.8183552187222701,71.65490634624774,11.860820495165312,0.8183552187222701
127,13,13,15,30,58,0.25862068965517243,0.5172413793103449,17.637931034482758,1023.0,16.50061929636988,-0.034482758620689655,-0.013908649313038793,-2.0,13,13,0,1,12,105.3076923076923,105.3076923076923,0.0,0.0,5.117914719828244,43.68601498110541,1.7385326355983444e-06,43.68601498110541,72.23728473369891,0.7652716957605802,72.23728473369891,12.091500672010275,0.7652716957605802
128,13,13,15,30,58,0.25862068965517243,0.5172413793103449,17.603448275862068,1021.0,16.486705451176086,-0.034482758620689655,-0.013913845193797144,-2.0,13,13,0,1,12,104.76923076923077,104.76923076923077,-0.5384615384615384,-0.5384615384615384,5.145158767700195,43.79852360692517,1.6641035979320027e-06,43.79852360692517,71.87928742628831,0.8212947008701471,71.87928742628831,11.773297982147106,0.8212947008701471
129,13,13,15,30,58,0.25862068965517243,0.5172413793103449,17.603448275862068,1021.0,16.472810153303474,0.0,-0.013895297872609106,0.0,13,13,0,1,12,105.0,105.0,0.23076923076923078,0.23076923076923078,5.160180608774054,43.785265856775744,1.5922187500271938e-06,43.785265856775744,72.16547540517954,0.8265573903918266,72.16547540517954,11.885562018133127,0.8265573903918266
130,13,13,15,30,58,0.25862068965517243,0.5172413793103449,17.620689655172413,1022.0,16.45889400613719,0.017241379310344827,-0.01391614716628502,1.0,13,13,0,1,12,104.84615384615384,104.84615384615384,-0.15384615384615385,-0.15384615384615385,5.078369458173883,44.0673388777108,1.5231104495241274e-06,44.0673388777108,72.35639894925632,0.8124487371398852,72.35639894925632,12.229311443292177,0.8124487371398852
131,13,13,15,30,58,0.25862068965517243,0.5172413793103449,17.53448275862069,1017.0,16.444977661658978,-0.08620689655172414,-0.013916344478212554,-5.0,13,13,0,1,12,105.0,105.0,0.15384615384615385,0.15384615384615385,5.138217592033847,44.03591785759762,1.4565172270523537e-06,44.03591785759762,72.17110971304086,0.8409529930123916,72.17110971304086,12.618664521437426,0.8409529930123916
132,13,13,15,30,58,0.25862068965517243,0.5172413793103449,17.551724137931036,1018.0,16.43106348761197,0.017241379310344827,-0.013914174047009698,1.0,13,13,0,1,12,105.38461538461539,105.38461538461539,0.38461538461538464,0.38461538461538464,5.142561945421942,44.14317124465416,1.3919474660075763e-06,44.14317124465416,72.0198830824632,0.8812516360328748,72.0198830824632,12.872871582324688,0.8812516360328748
133,13,13,15,30,58,0.25862068965517243,0.5172413793103449,17.603448275862068,1021.0,16.422324476570918,0.05172413793103448,-0.008739011041049299,3.0,13,13,0,1,12,106.53846153846153,106.53846153846153,1.1538461538461537,1.1538461538461537,5.160933348639258,44.207019822350865,1.3311266675658217e-06,44.207019822350865,72.11873656052809,0.8928903891490056,72.11873656052809,12.875371272747334,0.8928903891490056
134,13,13,15,30,58,0.25862068965517243,0.5172413793103449,17.56896551724138,1019.0,16.417049934124126,-0.034482758620689655,-0.005274542446794181,-2.0,13,13,0,1,12,105.46153846153847,105.46153846153847,-1.0769230769230769,-1.0769230769230769,5.237290462543225,44.38279120675449,1.2734011122464935e-06,44.38279120675449,71.70264610877403,0.9474519307796772,71.70264610877403,12.93444849894597,0.9474519307796772
135,13,13,15,30,58,0.25862068965517243,0.5172413793103449,17.53448275862069,1017.0,16.411779074833312,-0.034482758620689655,-0.005270859290813577,-2.0,13,13,0,1,12,105.15384615384616,105.15384615384616,-0.3076923076923077,-0.3076923076923077,5.318382560179152,44.3469123018199,1.219239065921126e-06,44.3469123018199,71.58942061204176,0.9845362580739535,71.58942061204176,12.537416183031523,0.9845362580739535
136,13,13,15,30,58,0.25862068965517243,0.5172413793103449,17.586206896551722,1020.0,16.406508741707636,0.05172413793103448,-0.005270333125673491,3.0,13,13,0,1,12,105.84615384615384,105.84615384615384,0.6923076923076923,0.6923076923076923,5.231442001359216,44.55536381951694,1.1685180517083292e-06,44.55536381951694,71.24184300349309,1.0751450153497548,71.24184300349309,11.846366744775038,1.0751450153497548
137,13,13,15,30,58,0.25862068965517243,0.5172413793103449,17.517241379310345,1016.0,16.401222689398402,-0.06896551724137931,-0.005286052309233567,-4.0,13,13,0,1,12,105.3076923076923,105.3076923076923,-0.5384615384615384,-0.5384615384615384,5.195877664048096,44.83073482842281,1.1206520518864788e-06,44.83073482842281,71.95105890127329,1.0100798887702136,71.95105890127329,12.907749836261456,1.0100798887702136
138,13,13,15,30,58,0.25862068965517243,0.5172413793103449,17.46551724137931,1013.0,16.39593663708917,-0.05172413793103448,-0.005286052309233567,-3.0,13,13,0,1,12,105.6923076923077,105.6923076923077,0.38461538461538464,0.38461538461538464,5.156033422412543,45.27201881079838,1.076431911992837e-06,45.27201881079838,71.13208213219276,1.1129212815027971,71.13208213219276,12.676067664073063,1.1129212815027971
139,13,13,15,30,58,0.25862068965517243,0.5172413793103449,17.413793103448278,1010.0,16.390656898761616,-0.05172413793103448,-0.005279738327552532,-3.0,13,13,0,1,12,105.92307692307692,105.92307692307692,0.23076923076923078,0.23076923076923078,5.20202511548996,45.365065525318016,1.0357347764913293e-06,45.365065525318016,71.0620501591609,1.1669626258886778,71.0620501591609,11.785324133359468,1.1669626258886778
140,13,13,15,30,58,0.25862068965517243,0.5172413793103449,17.448275862068964,1012.0,16.38972834883065,0.034482758620689655,-0.0009285499309671337,2.0,13,13,0,1,12,106.07692307692308,106.07692307692308,0.15384615384615385,0.15384615384615385,5.184833220366774,45.54156406994524,9.985495182817313e-07,45.54156406994524,71.16906239436223,1.126324586570263,71.16906239436223,12.601168137330275,1.126324586570263
141,13,13,15,30,58,0.25862068965517243,0.5172413793103449,17.46551724137931,1013.0,16.393058711084826,0.017241379310344827,0.0033303622541756466,1.0,13,13,0,1,12,106.0,106.0,-0.07692307692307693,-0.07692307692307693,5.1243474545149965,45.725475475705906,3.521346636185605e-07,45.725475475705906,70.84721521230844,1.213572546839714,70.84721521230844,12.354041851483858,1.213572546839714
142,13,13,15,30,58,0.25862068965517243,0.5172413793103449,17.344827586206897,1006.0,16.396380523155475,-0.1206896551724138,0.0033218120706492455,-7.0,13,13,0,1,12,105.6923076923077,105.6923076923077,-0.3076923076923077,-0.3076923076923077,5.168361939232925,45.553113049474256,3.5353788713867463e-07,45.553113049474256,71.29014205932617,1.1778214860420961,71.29014205932617,12.868880271911621,1.1778214860420961
143,13,13,15,30,58,0.25862068965517243,0.5172413793103449,17.29310344827586,1003.0,16.399705821070178,-0.05172413793103448,0.003325297914702317,-3.0,13,13,0,1,12,105.53846153846153,105.53846153846153,-0.15384615384615385,-0.15384615384615385,5.234086525851283,45.470379533438845,3.5672486400843004e-07,45.470379533438845,71.36985690777118,1.170651842195254,71.36985690777118,13.206042839930607,1.170651842195254
144,13,13,15,30,58,0.25862068965517243,0.5172413793103449,17.29310344827586,1003.0,16.403036314865638,0.0,0.003330493795460668,0.0,13,13,0,1,12,105.0,105.0,-0.5384615384615384,-0.5384615384615384,5.266706951733293,45.35497316820868,3.616196275136949e-07,45.35497316820868,71.21860240055965,1.1809053489795098,71.21860240055965,12.846613517174355,1.1809053489795098
145,13,13,15,30,58,0.25862068965517243,0.5172413793103449,17.20689655172414,998.0,16.406377660817114,-0.08620689655172414,0.003341345951474946,-5.0,13,13,0,1,12,105.3076923076923,105.3076923076923,0.3076923076923077,0.3076923076923077,5.284637732752438,45.320441509115284,3.681224530969161e-07,45.320441509115284,70.83093114999625,1.2723642736673355,70.83093114999625,13.171819320091835,1.2723642736673355
146,13,13,15,30,58,0.25862068965517243,0.5172413793103449,17.189655172413794,997.0,16.40972847774111,-0.017241379310344827,0.0033508169239964978,-1.0,13,13,0,1,12,105.76923076923077,105.76923076923077,0.46153846153846156,0.46153846153846156,5.302815653126816,45.56730244077485,3.761147065021096e-07,45.56730244077485,70.46158012977013,1.3636802274447222,70.46158012977013,12.873245532696064,1.3636802274447222
147,13,13,15,30,58,0.25862068965517243,0.5172413793103449,17.29310344827586,1003.0,16.413076729610047,0.10344827586206896,0.0033482518689385778,6.0,13,13,0,1,12,105.53846153846153,105.53846153846153,-0.23076923076923078,-0.23076923076923078,5.341911947932736,45.491858186392946,2.680033316303381e-07,45.491858186392946,70.17416792649489,1.4428266086257422,70.17416792649489,12.775863299003014,1.4428266086257422
148,13,13,15,30,58,0.25862068965517243,0.5172413793103449,17.29310344827586,1003.0,16.416436951735925,0.0,0.0033602221258755387,0.0,13,13,0,1,12,105.61538461538461,105.61538461538461,0.07692307692307693,0.07692307692307693,5.3714311718940735,45.4995703532778,3.9602458434299686e-07,45.4995703532778,70.49114755483774,1.36423333046528,70.49114755483774,12.544977609927837,1.36423333046528
149,13,13,15,30,58,0.25862068965517243,0.5172413793103449,17.32758620689655,1005.0,16.41981164340315,0.034482758620689655,0.0033746916672279096,2.0,13,13,0,1,12,104.92307692307692,104.92307692307692,-0.6923076923076923,-0.6923076923076923,5.3782015915574695,45.331290541024046,3.347570447138672e-07,45.331290541024046,70.43750469501202,1.382197967515542,70.43750469501202,12.752579267208393,1.382197967515542
150,13,13,15,30,58,0.25862068965517243,0.5172413793103449,17.32758620689655,1005.0,16.423197252997035,0.0,0.0033856095938846983,0.0,13,13,0,1,12,104.92307692307692,104.92307692307692,0.0,0.0,5.414741504808952,45.230823352419094,4.201634215855688e-07,45.230823352419094,70.11636411226712,1.4297871887683868,70.11636411226712,12.901274057535025,1.4297871887683868
151,13,13,15,30,58,0.25862068965517243,0.5172413793103449,17.310344827586206,1004.0,16.426561881755962,-0.017241379310344827,0.003364628758923761,-1.0,13,13,0,1,12,105.61538461538461,105.61538461538461,0.6923076923076923,0.6923076923076923,5.377436078827957,45.46517727292817,4.334736893001832e-07,45.46517727292817,69.78826552170973,1.511393363086077,69.78826552170973,12.598702797522911,1.511393363086077
152,13,13,15,30,58,0.25862068965517243,0.5172413793103449,17.224137931034484,999.0,16.429947030955347,-0.08620689655172414,0.0033851491993871228,-5.0,13,13,0,1,12,106.6923076923077,106.6923076923077,1.0769230769230769,1.0769230769230769,5.427407490796056,45.68227741636079,4.4758193008994347e-07,45.68227741636079,69.29568686852089,1.6180872573302343,69.29568686852089,12.725658893585205,1.6180872573302343
153,13,13,15,30,58,0.25862068965517243,0.5172413793103449,17.24137931034483,1000.0,16.433321196457435,0.017241379310344827,0.0033741655020878233,1.0,13,13,0,1,12,106.76923076923077,106.76923076923077,0.07692307692307693,0.07692307692307693,5.3758137431638,45.91954264147528,4.621861736738062e-07,45.91954264147528,69.24587719257062,1.6377158497388546,69.24587719257062,13.120516226841854,1.6377158497388546
154,13,13,15,30,58,0.25862068965517243,0.5172413793103449,17.275862068965516,1002.0,16.43671016035409,0.034482758620689655,0.0033889638966527478,2.0,13,13,0,1,12,107.38461538461539,107.38461538461539,0.6153846153846154,0.6153846153846154,5.417213312510786,45.85890276678677,4.786640700947684e-07,45.85890276678677,69.25387191772461,1.6438776386471896,69.25387191772461,12.27242139669565,1.6438776386471896
155,13,13,15,30,58,0.25862068965517243,0.5172413793103449,17.24137931034483,1000.0,16.44010405704893,-0.034482758620689655,0.003393896694841056,-2.0,13,13,0,1,12,107.46153846153847,107.46153846153847,0.07692307692307693,0.07692307692307693,5.404435730186002,46.21038752588733,3.92435018166936e-06,46.21038752588733,69.09612655639648,1.710462824656413,69.09612655639648,12.424521152789776,1.710462824656413
156,13,13,15,30,58,0.25862068965517243,0.5172413793103449,17.25862068965517,1001.0,16.443520381532867,0.017241379310344827,0.0034163244839372307,1.0,13,13,0,1,12,107.0,107.0,-0.46153846153846156,-0.46153846153846156,5.446752152566252,46.109342147564064,4.268628589888436e-07,46.109342147564064,69.01936809833234,1.7700991068895047,69.01936809833234,12.189384643848125,1.7700991068895047
157,13,13,15,30,58,0.25862068965517243,0.5172413793103449,17.32758620689655,1005.0,16.446962356567383,0.06896551724137931,0.003441975034516433,4.0,13,13,0,1,12,107.61538461538461,107.61538461538461,0.6153846153846154,0.6153846153846154,5.5004973216303465,46.15304762741615,8.770610927246701e-05,46.15304762741615,68.6259519136869,1.8747843274703393,68.6259519136869,12.072969748423649,1.8747843274703393
158,13,13,15,30,58,0.25862068965517243,0.5172413793103449,17.310344827586206,1004.0,16.450368881225586,-0.017241379310344827,0.003406524658203125,-1.0,13,13,0,1,12,107.15384615384616,107.15384615384616,-0.46153846153846156,-0.46153846153846156,5.40675927338929,46.63284943021577,2.6419343560653903e-06,46.63284943021577,69.08465018639198,1.810283933694546,69.08465018639198,12.160496601691612,1.810283933694546
159,13,13,15,30,58,0.25862068965517243,0.5172413793103449,17.344827586206897,1006.0,16.45378560033338,0.034482758620689655,0.0034167191077922954,2.0,13,13,0,1,12,107.92307692307692,107.92307692307692,0.7692307692307693,0.7692307692307693,5.442880307805949,46.78220666688064,5.130761490871257e-06,46.78220666688064,68.53037584744968,1.922905669762538,68.53037584744968,12.137728984539326,1.922905669762538
160,13,13,15,30,58,0.25862068965517243,0.5172413793103449,17.344827586206897,1006.0,16.457201859046673,0.0,0.00341625871329472,0.0,13,13,0,1,12,107.6923076923077,107.6923076923077,-0.23076923076923078,-0.23076923076923078,5.463912855962227,46.7686275613719,8.649786582091217e-06,46.7686275613719,67.97531685462364,2.034905017568515,67.97531685462364,12.012551775345436,2.034905017568515
161,13,13,15,30,58,0.25862068965517243,0.5172413793103449,17.362068965517242,1007.0,16.460614434603986,0.017241379310344827,0.0034125755573141165,1.0,13,13,0,1,12,107.23076923076923,107.23076923076923,-0.46153846153846156,-0.46153846153846156,5.461149214670576,46.7898760664052,1.3332039724553588e-05,46.7898760664052,68.13501739501953,2.0810902279156904,68.13501739501953,12.362625965705284,2.0810902279156904
162,13,13,15,30,58,0.25862068965517243,0.5172413793103449,17.413793103448278,1010.0,16.464025168583312,0.05172413793103448,0.0034107339793238147,3.0,13,13,0,1,12,108.0,108.0,0.7692307692307693,0.7692307692307693,5.480159019601756,46.771707025067556,1.886694995602507e-05,46.771707025067556,67.83116472684421,2.1012860399026136,67.83116472684421,12.401402583489052,2.1012860399026136
163,13,13,15,29,57,0.2631578947368421,0.5087719298245614,17.771929824561404,1013.0,16.7563601042095,0.07017543859649122,0.0034923888089364035,3.0,13,13,0,1,12,107.15384615384616,107.15384615384616,-0.8461538461538461,-0.8461538461538461,5.53042779679884,46.845793171932826,0.0005802686666965827,46.845793171932826,68.16913927518405,2.028832787504563,68.16913927518405,12.172990936499376,2.028832787504563
164,13,13,15,29,57,0.2631578947368421,0.5087719298245614,17.842105263157894,1017.0,16.759851087603653,0.07017543859649122,0.003490983394154331,4.0,13,13,0,1,12,107.84615384615384,107.84615384615384,0.6923076923076923,0.6923076923076923,5.539037285143869,46.54259614777147,0.0006767656124239523,46.54259614777147,68.02542378352238,2.0976274678340325,68.02542378352238,12.353750944137573,2.0976274678340325
165,13,13,15,29,57,0.2631578947368421,0.5087719298245614,17.82456140350877,1016.0,16.763366766143264,-0.017543859649122806,0.003515678539610746,-1.0,13,13,0,1,12,106.61538461538461,106.61538461538461,-1.2307692307692308,-1.2307692307692308,5.607183212773842,46.5417612644664,0.0007687269406821073,46.5417612644664,68.12899985680214,2.1072194060454,68.12899985680214,12.55608387176807,2.1072194060454
166,13,13,15,29,57,0.2631578947368421,0.5087719298245614,17.771929824561404,1013.0,16.76687474836383,-0.05263157894736842,0.0035079822205660634,-3.0,13,13,0,1,12,107.15384615384616,107.15384615384616,0.5384615384615384,0.5384615384615384,5.52519357727285,46.64060058928373,0.0008542017492876149,46.64060058928373,67.98888808030348,2.1078881415037007,67.98888808030348,12.281667736860422,2.1078881415037007
167,13,13,15,29,57,0.2631578947368421,0.5087719298245614,17.70175438596491,1009.0,16.770382195188287,-0.07017543859649122,0.0035074468244586073,-4.0,13,13,0,1,12,106.15384615384616,106.15384615384616,-1.0,-1.0,5.626098563796596,46.731161652949815,0.0009320929616082669,46.731161652949815,67.51632954524113,2.2274775069493513,67.51632954524113,12.558339288601509,2.2274775069493513
168,13,13,15,29,57,0.2631578947368421,0.5087719298245614,17.63157894736842,1005.0,16.773898609897547,-0.07017543859649122,0.0035164147092584977,-4.0,13,13,0,1,12,106.3076923076923,106.3076923076923,0.15384615384615385,0.15384615384615385,5.6245766627161125,46.9590351707057,0.001001854934275861,46.9590351707057,67.6193601168119,2.1964649741466227,67.6193601168119,12.284473767647377,2.1964649741466227
169,13,13,15,29,57,0.2631578947368421,0.5087719298245614,17.56140350877193,1001.0,16.777426267925062,-0.07017543859649122,0.003527658027515077,-4.0,13,13,0,1,12,107.23076923076923,107.23076923076923,0.9230769230769231,0.9230769230769231,5.635393265046571,47.10165674644604,0.0010633246743845472,47.10165674644604,68.10905427199144,2.142306699202611,68.10905427199144,12.502276019408153,2.142306699202611
170,13,13,15,29,57,0.2631578947368421,0.5087719298245614,17.596491228070175,1003.0,16.780930301599334,0.03508771929824561,0.0035040336742735746,2.0,13,13,0,1,12,106.07692307692308,106.07692307692308,-1.1538461538461537,-1.1538461538461537,5.598893583866587,47.19830690350449,9.329204895164161e-05,47.19830690350449,68.07350393442007,2.1498954869233646,68.07350393442007,12.053023444345364,2.1498954869233646
171,13,13,15,29,57,0.2631578947368421,0.5087719298245614,17.57894736842105,1002.0,16.78443185906661,-0.017543859649122806,0.00350155746727659,-1.0,13,13,0,1,12,106.0,106.0,-0.07692307692307693,-0.07692307692307693,5.6049764574619765,47.28777631123861,0.000103564916824646,47.28777631123861,68.14344024658203,2.153070099078692,68.14344024658203,10.972372688353062,2.153070099078692
172,13,13,15,29,57,0.2631578947368421,0.5087719298245614,17.596491228070175,1003.0,16.787931141100433,0.017543859649122806,0.003499282033819901,1.0,13,13,0,1,12,106.53846153846153,106.53846153846153,0.5384615384615384,0.5384615384615384,5.627697620475502,47.17781404863324,0.00011351331167586044,47.17781404863324,68.33938041100136,2.2082949922635007,68.33938041100136,11.821921629974476,2.2082949922635007
173,13,13,15,29,57,0.2631578947368421,0.5087719298245614,17.719298245614034,1010.0,16.79144173337702,0.12280701754385964,0.0035105922765899123,7.0,13,13,0,1,12,107.23076923076923,107.23076923076923,0.6923076923076923,0.6923076923076923,5.672375784631361,47.12578719958925,0.00012339222589443163,47.12578719958925,68.69527816772461,2.1224556336036096,68.69527816772461,12.091908420507725,2.1224556336036096
174,13,13,15,29,57,0.2631578947368421,0.5087719298245614,17.736842105263158,1011.0,16.794946369371917,0.017543859649122806,0.0035046359948944627,1.0,13,13,0,1,12,107.46153846153847,107.46153846153847,0.23076923076923078,0.23076923076923078,5.6749573569548755,47.34895943758781,0.00013246591969778425,47.34895943758781,68.81212586622972,2.155854433774948,68.81212586622972,12.09204840201598,2.155854433774948
175,13,13,15,29,57,0.2631578947368421,0.5087719298245614,17.666666666666668,1007.0,16.798461044043826,-0.07017543859649122,0.0035146746719092654,-4.0,13,13,0,1,12,108.07692307692308,108.07692307692308,0.6153846153846154,0.6153846153846154,5.6407537962261,47.099294461702044,0.00014095155372006543,47.099294461702044,69.03099999060997,2.161024909753066,69.03099999060997,11.681802025208107,2.161024909753066
176,13,13,15,29,57,0.2631578947368421,0.5087719298245614,17.596491228070175,1003.0,16.80195436979595,-0.07017543859649122,0.003493325752124452,-4.0,13,13,0,1,12,107.15384615384616,107.15384615384616,-0.9230769230769231,-0.9230769230769231,5.6600065984224015,47.20403828537255,0.00014883433549983284,47.20403828537255,69.57371080838718,2.069339075913796,69.57371080838718,12.149735145843946,2.069339075913796
177,13,13,15,29,57,0.2631578947368421,0.5087719298245614,17.57894736842105,1002.0,16.805417311818974,-0.017543859649122806,0.0034629420230263158,-1.0,13,13,0,1,12,106.92307692307692,106.92307692307692,-0.23076923076923078,-0.23076923076923078,5.614369205215521,47.32267128793817,0.00017458859994385424,47.32267128793817,69.28544704730695,2.1272725141965427,69.28544704730695,12.039700212386938,2.1272725141965427
178,13,13,15,29,57,0.2631578947368421,0.5087719298245614,17.666666666666668,1007.0,16.808896248800714,0.08771929824561403,0.003478936981736568,5.0,13,13,0,1,12,107.15384615384616,107.15384615384616,0.23076923076923078,0.23076923076923078,5.635031057031531,46.97302349826746,0.0001617018079417164,46.97302349826746,69.83722980205829,2.059504292332209,69.83722980205829,12.407836327185997,2.059504292332209
179,13,13,15,29,57,0.2631578947368421,0.5087719298245614,17.719298245614034,1010.0,16.812365347878973,0.05263157894736842,0.0034690990782620616,3.0,13,13,0,1,12,107.6923076923077,107.6923076923077,0.5384615384615384,0.5384615384615384,5.59577341769871,47.179773230301706,0.0001673382050357328,47.179773230301706,69.63938492995042,2.0962157593323636,69.63938492995042,12.048163267282339,2.0962157593323636
180,13,13,15,29,57,0.2631578947368421,0.5087719298245614,17.596491228070175,1003.0,16.81583297461794,-0.12280701754385964,0.003467626738966557,-7.0,13,13,0,1,12,108.46153846153847,108.46153846153847,0.7692307692307693,0.7692307692307693,5.53913914948179,47.383423587732146,0.00017224109633888433,47.383423587732146,70.25490775475136,2.05833716575916,70.25490775475136,11.936134558457594,2.05833716575916
181,13,13,15,29,57,0.2631578947368421,0.5087719298245614,17.736842105263158,1011.0,16.819295314320346,0.14035087719298245,0.0034623397024054277,8.0,13,13,0,1,12,108.3076923076923,108.3076923076923,-0.15384615384615385,-0.15384615384615385,5.549185161004987,47.17935471785696,0.000176465055362733,47.17935471785696,70.18669069730319,2.066600266557473,70.18669069730319,12.063526502022377,2.066600266557473
182,13,13,15,28,56,0.26785714285714285,0.5,17.928571428571427,1004.0,17.123158046177455,-0.10714285714285714,0.003518172672816685,-7.0,13,13,0,1,12,109.0,109.0,0.6923076923076923,0.6923076923076923,5.522155913923468,47.255618401936125,0.00018314497148964052,47.255618401936125,70.45657612727238,2.03144710453657,70.45657612727238,12.020665352161114,2.03144710453657
183,13,13,15,28,56,0.26785714285714285,0.5,17.875,1001.0,17.12667076928275,-0.05357142857142857,0.0035127231052943637,-3.0,13,13,0,1,12,108.38461538461539,108.38461538461539,-0.6153846153846154,-0.6153846153846154,5.533225403300354,47.24069373948233,0.00018591708256176593,47.24069373948233,70.77703065138597,2.0047350170520635,70.77703065138597,11.907679521120512,2.0047350170520635
184,13,13,15,28,56,0.26785714285714285,0.5,17.928571428571427,1004.0,17.13019357408796,0.05357142857142857,0.0035228048052106586,3.0,13,13,0,1,12,107.53846153846153,107.53846153846153,-0.8461538461538461,-0.8461538461538461,5.555206608559404,47.04854161398752,0.0004382875905792862,47.04854161398752,70.64503068190355,2.054366647050931,70.64503068190355,11.590794214835533,2.054366647050931
185,13,13,15,28,56,0.26785714285714285,0.5,17.946428571428573,1005.0,17.133748599461146,0.017857142857142856,0.003555025373186384,1.0,13,13,0,1,12,107.92307692307692,107.92307692307692,0.38461538461538464,0.38461538461538464,5.647841755832944,47.25149386269705,0.0004302698540176371,47.25149386269705,70.31245363675632,2.0958394144590082,70.31245363675632,12.124100575080284,2.0958394144590082
186,13,13,15,28,56,0.26785714285714285,0.5,18.017857142857142,1009.0,17.137296199798584,0.07142857142857142,0.003547600337437221,4.0,13,13,0,1,12,108.0,108.0,0.07692307692307693,0.07692307692307693,5.703553159322057,47.20382629122053,0.0004207230821349437,47.20382629122053,70.14164939293495,2.138927255685513,70.14164939293495,12.032868532034067,2.138927255685513
187,13,13,15,28,56,0.26785714285714285,0.5,18.071428571428573,1012.0,17.140821593148367,0.05357142857142857,0.0035253933497837613,3.0,13,13,0,1,12,107.3076923076923,107.3076923076923,-0.6923076923076923,-0.6923076923076923,5.650676517614296,47.48661831447056,0.000410572544919022,47.48661831447056,70.47292885413536,2.1021220557964764,70.47292885413536,12.162860100085918,2.1021220557964764
188,13,13,15,28,56,0.26785714285714285,0.5,17.982142857142858,1007.0,17.144329956599645,-0.08928571428571429,0.0035083634512765066,-5.0,13,13,0,1,12,107.61538461538461,107.61538461538461,0.3076923076923077,0.3076923076923077,5.622284035597529,47.52906312261309,0.000399123632036827,47.52906312261309,70.15840178269606,2.166235842383825,70.15840178269606,12.171693801879883,2.166235842383825
189,13,13,15,28,56,0.26785714285714285,0.5,17.964285714285715,1006.0,17.147838047572545,-0.017857142857142856,0.0035080909729003906,-1.0,13,13,0,1,12,107.07692307692308,107.07692307692308,-0.5384615384615384,-0.5384615384615384,5.582216743912015,47.40399626323155,0.0003883232433196261,47.40399626323155,70.71550780076247,2.0782888474372716,70.71550780076247,12.294035581442026,2.0782888474372716
190,13,13,15,28,56,0.26785714285714285,0.5,18.0,1008.0,17.15134252820696,0.03571428571428571,0.0035044806344168527,2.0,13,13,0,1,12,107.38461538461539,107.38461538461539,0.3076923076923077,0.3076923076923077,5.582384107368333,47.468987226486206,0.00037828335963540634,47.468987226486206,70.42733999399039,2.1259337755349965,70.42733999399039,12.490997351132906,2.1259337755349965
191,13,13,15,28,56,0.26785714285714285,0.5,18.035714285714285,1010.0,17.154873643602645,0.03571428571428571,0.003531115395682199,2.0,13,13,0,1,12,105.61538461538461,105.61538461538461,-1.7692307692307692,-1.7692307692307692,5.633990299488817,47.533267089298796,0.00036714425917075015,47.533267089298796,70.29522118201622,2.1299241357124767,70.29522118201622,12.510136164151705,2.1299241357124767
192,13,13,15,28,56,0.26785714285714285,0.5,18.125,1015.0,17.158383710043772,0.08928571428571429,0.003510066441127232,5.0,13,13,0,1,12,106.23076923076923,106.23076923076923,0.6153846153846154,0.6153846153846154,5.568501037146364,47.65398495537894,0.00035585769058188064,47.65398495537894,70.2433342566857,2.1746068734389086,70.2433342566857,12.716612302339994,2.1746068734389086
193,13,13,15,28,56,0.26785714285714285,0.5,18.142857142857142,1016.0,17.161880493164062,0.017857142857142856,0.003496783120291574,1.0,13,13,0,1,12,105.38461538461539,105.38461538461539,-0.8461538461538461,-0.8461538461538461,5.554096468857357,47.95807869093759,0.0003445409875265088,47.95807869093759,70.45520283625676,2.1408885774704127,70.45520283625676,12.302283186178942,2.1408885774704127
194,13,13,15,28,56,0.26785714285714285,0.5,18.125,1015.0,17.165380273546493,-0.017857142857142856,0.0034997803824288504,-1.0,13,13,0,1,12,106.23076923076923,106.23076923076923,0.8461538461538461,0.8461538461538461,5.579997639570918,47.88967864853995,0.00033324169935987634,47.88967864853995,70.30055559598483,2.173124839480107,70.30055559598483,12.43400107897245,2.173124839480107
