run,mcs,phase,is_growth_window,tumor_cells,normal_cells,hypoxic_cells,necrotic_cells,tumor_like_cells,hypoxic_fraction,necrotic_fraction,avg_tumor_volume,avg_normal_volume,avg_hypoxic_volume,avg_necrotic_volume,total_tumor_volume,avg_tumor_target_volume,tumor_effective_radius,tumor_mean_radius,tumor_radius_std,tumor_radial_cv,tumor_span_x,tumor_span_y,tumor_aspect_ratio,mean_tumor_to_vessel_distance,min_tumor_to_vessel_distance,tumor_near_vessel_fraction,hypoxic_core_offset,hypoxic_mean_radius,necrotic_mean_radius,hypoxic_inner_fraction,necrotic_inner_fraction,normal_fraction,vessel_coverage_gap,normal_mean_radius,mean_dist_to_sprout,min_dist_to_sprout,proximity_threshold,avg_tumor_volume_growth_rate,avg_tumor_target_growth_rate,total_tumor_volume_growth_rate,mean_tumor_oxygen,mean_tumor_vegf,mean_tumor_vegf1,mean_tumor_vegf2
4,0,growth,1,13,13,0,0,13,0.0,0.0,16.0,16.0,0.0,0.0,208.0,22.5,8.136857890256438,5.386640797342879,1.7814179837498287,0.3307103723397644,12.0,12.0,1.0,89.65529790087379,88.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,5.386640797342879,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,10,growth,1,13,13,0,0,13,0.0,0.0,20.307692307692307,20.307692307692307,0.0,0.0,264.0,22.5,9.16699568847508,5.833500450862774,1.9928378440636283,0.341619557733794,14.0,14.0,1.0,89.34985740807454,87.02298546935747,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,5.833500450862774,0.0,0.0,15.0,0.4307692307692308,0.0,5.6,2.0259397031780355e-07,0.0,0.0,0.0
4,20,growth,1,13,13,0,0,13,0.0,0.0,21.076923076923077,21.076923076923077,0.0,0.0,274.0,22.5,9.338999347593866,5.984449057543626,2.0850695196046467,0.3484146158745118,14.0,13.0,1.0769230769230769,89.28340247492315,87.00574693662483,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,5.984449057543626,0.0,0.0,15.0,0.0769230769230769,0.0,1.0,0.0026104438763398,0.0,0.0,0.0
4,30,growth,1,13,13,0,0,13,0.0,0.0,20.384615384615383,20.384615384615383,0.0,0.0,265.0,22.5,9.18434101276213,5.6967010485314455,1.8769362714556128,0.3294777548383847,14.0,13.0,1.0769230769230769,89.35440102962258,87.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,5.6967010485314455,0.0,0.0,15.0,-0.0692307692307692,0.0,-0.9,0.0621173023604429,0.0,0.0,0.0
4,40,growth,1,13,13,0,0,13,0.0,0.0,20.846153846153847,20.846153846153847,0.0,0.0,271.0,22.5,9.287732724180174,6.04534866178334,1.8031674722043904,0.2982735278121191,14.0,14.0,1.0,89.13868457159023,87.02298546935747,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,6.04534866178334,0.0,0.0,15.0,0.0461538461538461,0.0,0.6,0.3211104869842529,0.0,0.0,0.0
4,50,growth,1,13,13,0,0,13,0.0,0.0,20.46153846153846,20.46153846153846,0.0,0.0,266.0,22.5,9.201653640780462,5.940947129055376,1.9814173183159196,0.3335187597656621,15.0,14.0,1.0714285714285714,89.20734964070142,87.00574693662483,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,5.940947129055376,0.0,0.0,15.0,-0.0384615384615384,0.0,-0.5,0.8381771857921894,0.0,0.0,0.0
4,60,growth,1,13,13,0,0,13,0.0,0.0,20.76923076923077,20.76923076923077,0.0,0.0,270.0,22.5,9.27058084855655,6.024439964381456,2.0633222222995937,0.3424919551856535,15.0,14.0,1.0714285714285714,89.04958967788171,86.09297300012354,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,6.024439964381456,0.0,0.0,15.0,0.0307692307692307,0.0,0.4,1.5853994534565852,0.0,0.0,0.0
4,70,growth,1,13,13,0,0,13,0.0,0.0,20.23076923076923,20.23076923076923,0.0,0.0,263.0,22.5,9.149617481968136,5.9080512949759,1.937139914641074,0.327881363570486,15.0,14.0,1.0714285714285714,89.35782099155956,87.00574693662483,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,5.9080512949759,0.0,0.0,15.0,-0.0538461538461538,0.0,-0.7,2.475796992962177,0.0,0.0,0.0
4,80,growth,1,13,13,0,0,13,0.0,0.0,19.615384615384617,19.615384615384617,0.0,0.0,255.0,22.5,9.009385160867897,5.97991650432821,1.9174767935629171,0.3206527703480583,15.0,13.0,1.1538461538461535,89.20893372789958,87.00574693662483,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,5.97991650432821,0.0,0.0,15.0,-0.0615384615384615,0.0,-0.8,3.8700496416825514,0.0,0.0,0.0
4,90,growth,1,13,13,0,0,13,0.0,0.0,21.0,21.0,0.0,0.0,273.0,22.5,9.321941800299705,5.9694432337442285,1.801165588843618,0.3017309183312006,14.0,13.0,1.0769230769230769,89.28550056223449,87.05170877128145,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,5.9694432337442285,0.0,0.0,15.0,0.1384615384615384,0.0,1.8,5.585175000704252,0.0,0.0,0.0
