run,mcs,phase,is_growth_window,tumor_cells,normal_cells,hypoxic_cells,necrotic_cells,tumor_like_cells,hypoxic_fraction,necrotic_fraction,avg_tumor_volume,avg_normal_volume,avg_hypoxic_volume,avg_necrotic_volume,total_tumor_volume,avg_tumor_target_volume,tumor_effective_radius,tumor_mean_radius,tumor_radius_std,tumor_radial_cv,tumor_span_x,tumor_span_y,tumor_aspect_ratio,mean_tumor_to_vessel_distance,min_tumor_to_vessel_distance,tumor_near_vessel_fraction,hypoxic_core_offset,hypoxic_mean_radius,necrotic_mean_radius,hypoxic_inner_fraction,necrotic_inner_fraction,normal_fraction,vessel_coverage_gap,normal_mean_radius,mean_dist_to_sprout,min_dist_to_sprout,proximity_threshold,avg_tumor_volume_growth_rate,avg_tumor_target_growth_rate,total_tumor_volume_growth_rate,mean_tumor_oxygen,mean_tumor_vegf,mean_tumor_vegf1,mean_tumor_vegf2
9,0,growth,1,13,13,0,0,13,0.0,0.0,16.0,16.0,0.0,0.0,208.0,22.5,8.136857890256438,5.386640797342879,1.7814179837498287,0.3307103723397644,12.0,12.0,1.0,89.65529790087379,88.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,5.386640797342879,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,10,growth,1,13,13,0,0,13,0.0,0.0,19.76923076923077,19.76923076923077,0.0,0.0,257.0,22.5,9.044647077096718,5.752564769073739,2.012676832564142,0.3498746930037986,13.0,14.0,0.9285714285714286,89.34464121698672,87.02298546935747,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,5.752564769073739,0.0,0.0,15.0,0.3769230769230769,0.0,4.9,1.9433237432928345e-07,0.0,0.0,0.0
9,20,growth,1,13,13,0,0,13,0.0,0.0,20.307692307692307,20.307692307692307,0.0,0.0,264.0,22.5,9.16699568847508,5.877401779199932,1.88978486008763,0.3215340606414829,13.0,14.0,0.9285714285714286,89.35814577191172,87.05170877128145,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,5.877401779199932,0.0,0.0,15.0,0.0538461538461538,0.0,0.7,0.0025213956206034,0.0,0.0,0.0
9,30,growth,1,13,13,0,0,13,0.0,0.0,20.615384615384617,20.615384615384617,0.0,0.0,268.0,22.5,9.23618154310838,5.955875258145312,2.018725601849999,0.3389469245664893,14.0,14.0,1.0,89.20103456460359,87.00574693662483,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,5.955875258145312,0.0,0.0,15.0,0.0307692307692307,0.0,0.4,0.063702819439081,0.0,0.0,0.0
9,40,growth,1,13,13,0,0,13,0.0,0.0,20.23076923076923,20.23076923076923,0.0,0.0,263.0,22.5,9.149617481968136,5.955675830501329,1.9393548448300644,0.3256313641010941,14.0,14.0,1.0,89.19365451653815,87.02298546935747,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,5.955675830501329,0.0,0.0,15.0,-0.0384615384615384,0.0,-0.5,0.3197620740303626,0.0,0.0,0.0
9,50,growth,1,13,13,0,0,13,0.0,0.0,20.615384615384617,20.615384615384617,0.0,0.0,268.0,22.5,9.23618154310838,6.126001251259804,1.9992015564817245,0.326346906323369,14.0,16.0,0.875,89.0394666240155,86.00581375697809,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,6.126001251259804,0.0,0.0,15.0,0.0384615384615384,0.0,0.5,0.8485126357812148,0.0,0.0,0.0
9,60,growth,1,13,13,0,0,13,0.0,0.0,20.615384615384617,20.615384615384617,0.0,0.0,268.0,22.5,9.23618154310838,5.950483500016473,1.877025283917872,0.315440801392471,15.0,14.0,1.0714285714285714,89.19582009937322,87.00574693662483,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,5.950483500016473,0.0,0.0,15.0,0.0,0.0,0.0,1.5635589819688065,0.0,0.0,0.0
9,70,growth,1,13,13,0,0,13,0.0,0.0,20.46153846153846,20.46153846153846,0.0,0.0,266.0,22.5,9.201653640780462,6.0329644584602224,1.860963562054658,0.30846585867831,15.0,14.0,1.0714285714285714,89.11622894456164,87.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,6.0329644584602224,0.0,0.0,15.0,-0.0153846153846153,0.0,-0.2,2.485052915719839,0.0,0.0,0.0
9,80,growth,1,13,13,0,0,13,0.0,0.0,20.923076923076923,20.923076923076923,0.0,0.0,272.0,22.5,9.304852983362556,6.081892553206577,1.7409970617516477,0.2862590955892069,14.0,14.0,1.0,89.04290065430571,87.00574693662483,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,6.081892553206577,0.0,0.0,15.0,0.0461538461538461,0.0,0.6,3.8189355043264537,0.0,0.0,0.0
9,90,growth,1,13,13,0,0,13,0.0,0.0,21.076923076923077,21.076923076923077,0.0,0.0,274.0,22.5,9.338999347593866,6.1562739105791415,1.8771221926104016,0.3049120652972724,13.0,14.0,0.9285714285714286,89.04167813448316,87.00574693662483,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,6.1562739105791415,0.0,0.0,15.0,0.0153846153846153,0.0,0.2,5.573634147644043,0.0,0.0,0.0
9,100,growth,1,13,13,0,0,13,0.0,0.0,20.615384615384617,20.615384615384617,0.0,0.0,268.0,22.5,9.23618154310838,5.882687821813552,2.0001251900082004,0.3400019260909189,14.0,14.0,1.0,89.27055572900578,87.00574693662483,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,5.882687821813552,0.0,0.0,15.0,-0.0461538461538461,0.0,-0.6,7.424290583683894,0.0,0.0,0.0
9,110,growth,1,13,13,0,0,13,0.0,0.0,20.153846153846153,20.153846153846153,0.0,0.0,262.0,22.5,9.13220620552083,5.961297366559199,1.9104783360160025,0.3204802945635828,15.0,13.0,1.1538461538461535,89.11465478932502,87.00574693662483,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,5.961297366559199,0.0,0.0,15.0,-0.0461538461538461,0.0,-0.6,9.320232978233925,0.0,0.0,0.0
9,120,growth,1,13,13,0,0,13,0.0,0.0,20.846153846153847,20.846153846153847,0.0,0.0,271.0,22.5,9.287732724180174,5.812217726007808,1.898178034851026,0.3265841240525606,15.0,12.0,1.25,89.27535023880242,87.00574693662483,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,5.812217726007808,0.0,0.0,15.0,0.0692307692307692,0.0,0.9,11.127816053537222,0.0,0.0,0.0
9,130,growth,1,13,13,0,0,13,0.0,0.0,20.76923076923077,20.76923076923077,0.0,0.0,270.0,22.5,9.27058084855655,5.857221590430675,1.8654810941073736,0.3184924909030472,15.0,13.0,1.1538461538461535,89.19107664536563,86.02325267042627,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,5.857221590430675,0.0,0.0,15.0,-0.0076923076923076,0.0,-0.1,12.889319639939528,0.0,0.0,0.0
9,140,growth,1,13,13,0,0,13,0.0,0.0,20.46153846153846,20.46153846153846,0.0,0.0,266.0,22.5,9.201653640780462,5.814979459830966,1.9068147692061816,0.3279142742254174,15.0,13.0,1.1538461538461535,89.27623510779452,87.00574693662483,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,5.814979459830966,0.0,0.0,15.0,-0.0307692307692307,0.0,-0.4,14.522104116586538,0.0,0.0,0.0
9,150,growth,1,13,13,0,0,13,0.0,0.0,20.846153846153847,20.846153846153847,0.0,0.0,271.0,22.5,9.287732724180174,6.037084237948429,2.007589939764568,0.3325429728386237,15.0,14.0,1.0714285714285714,89.12493116789398,87.00574693662483,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,6.037084237948429,0.0,0.0,15.0,0.0384615384615384,0.0,0.5,16.096972685593826,0.0,0.0,0.0
9,160,growth,1,13,13,0,0,13,0.0,0.0,20.692307692307693,20.692307692307693,0.0,0.0,269.0,22.5,9.25339718068125,5.951497952590751,1.9704785937842435,0.3310895188876732,15.0,14.0,1.0714285714285714,89.12292407776167,86.02325267042627,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,5.951497952590751,0.0,0.0,15.0,-0.0153846153846153,0.0,-0.2,17.47713455787072,0.0,0.0,0.0
9,170,growth,1,13,13,0,0,13,0.0,0.0,21.153846153846153,21.153846153846153,0.0,0.0,275.0,22.5,9.356025796273888,6.188374613643497,1.8467017205056369,0.298414662298274,15.0,14.0,1.0714285714285714,88.97733661508306,86.02325267042627,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,6.188374613643497,0.0,0.0,15.0,0.0461538461538461,0.0,0.6,18.77742209801307,0.0,0.0,0.0
9,180,growth,1,13,13,0,0,13,0.0,0.0,20.615384615384617,20.615384615384617,0.0,0.0,268.0,22.5,9.23618154310838,5.9501771737325395,1.813226496606127,0.3047348748892282,14.0,14.0,1.0,89.20545251863244,87.02298546935747,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,5.9501771737325395,0.0,0.0,15.0,-0.0538461538461538,0.0,-0.7,19.883608011099007,0.0,0.0,0.0
9,190,growth,1,13,13,0,0,13,0.0,0.0,20.53846153846154,20.53846153846154,0.0,0.0,267.0,22.5,9.218933756735217,5.821649284530489,1.7070212194775702,0.2932195218309583,14.0,13.0,1.0769230769230769,89.11735228006009,87.02298546935747,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,5.821649284530489,0.0,0.0,15.0,-0.0076923076923076,0.0,-0.1,20.913229722243088,0.0,0.0,0.0
9,200,growth,1,13,13,0,0,13,0.0,0.0,21.0,21.0,0.0,0.0,273.0,22.5,9.321941800299705,6.242924001695368,1.8364011186861833,0.2941572119390655,15.0,15.0,1.0,88.73472444476238,86.02325267042627,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,6.242924001695368,0.0,0.0,15.0,0.0461538461538461,0.0,0.6,21.95902633666992,0.0,0.0,0.0
9,210,growth,1,13,13,0,0,13,0.0,0.0,20.76923076923077,20.76923076923077,0.0,0.0,270.0,22.5,9.27058084855655,6.153909988692353,1.9086013073362111,0.3101444952628842,15.0,14.0,1.0714285714285714,88.8933135335777,86.02325267042627,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,6.153909988692353,0.0,0.0,15.0,-0.023076923076923,0.0,-0.3,22.791636100182167,0.0,0.0,0.0
9,220,growth,1,13,13,0,0,13,0.0,0.0,20.76923076923077,20.76923076923077,0.0,0.0,270.0,22.5,9.27058084855655,5.848636352279324,1.805870521545329,0.3087677900920523,14.0,13.0,1.0769230769230769,89.27895865676444,87.00574693662483,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,5.848636352279324,0.0,0.0,15.0,0.0,0.0,0.0,23.484964077289288,0.0,0.0,0.0
9,230,growth,1,13,13,0,0,13,0.0,0.0,20.923076923076923,20.923076923076923,0.0,0.0,272.0,22.5,9.304852983362556,5.930632833648091,1.949460705887495,0.3287104025100015,15.0,14.0,1.0714285714285714,89.12850551260057,87.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,5.930632833648091,0.0,0.0,15.0,0.0153846153846153,0.0,0.2,24.20669937133789,0.0,0.0,0.0
9,240,growth,1,13,13,0,0,13,0.0,0.0,20.384615384615383,20.384615384615383,0.0,0.0,265.0,22.5,9.18434101276213,6.07332910928068,2.0223179919950884,0.3329834355435762,16.0,14.0,1.1428571428571428,88.97308178866504,86.02325267042627,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,6.07332910928068,0.0,0.0,15.0,-0.0538461538461538,0.0,-0.7,24.88167689396785,0.0,0.0,0.0
