run,mcs,phase,is_growth_window,tumor_cells,normal_cells,hypoxic_cells,necrotic_cells,tumor_like_cells,hypoxic_fraction,necrotic_fraction,avg_tumor_volume,avg_normal_volume,avg_hypoxic_volume,avg_necrotic_volume,total_tumor_volume,avg_tumor_target_volume,tumor_effective_radius,tumor_mean_radius,tumor_radius_std,tumor_radial_cv,tumor_span_x,tumor_span_y,tumor_aspect_ratio,mean_tumor_to_vessel_distance,min_tumor_to_vessel_distance,tumor_near_vessel_fraction,hypoxic_core_offset,hypoxic_mean_radius,necrotic_mean_radius,hypoxic_inner_fraction,necrotic_inner_fraction,normal_fraction,vessel_coverage_gap,normal_mean_radius,mean_dist_to_sprout,min_dist_to_sprout,proximity_threshold,avg_tumor_volume_growth_rate,avg_tumor_target_growth_rate,total_tumor_volume_growth_rate,mean_tumor_oxygen,mean_tumor_vegf,mean_tumor_vegf1,mean_tumor_vegf2
3,0,growth,1,13,13,0,0,13,0.0,0.0,16.0,16.0,0.0,0.0,208.0,22.5,8.136857890256438,5.386640797342879,1.7814179837498287,0.3307103723397644,12.0,12.0,1.0,89.65529790087379,88.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,5.386640797342879,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,10,growth,1,13,13,0,0,13,0.0,0.0,20.53846153846154,20.53846153846154,0.0,0.0,267.0,22.5,9.218933756735217,5.850955562390599,1.8313680268561952,0.3130032363650237,13.0,13.0,1.0,89.27209196481279,88.0056816347672,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,5.850955562390599,0.0,0.0,15.0,0.4538461538461538,0.0,5.9,1.9309221490114123e-07,0.0,0.0,0.0
3,20,growth,1,13,13,0,0,13,0.0,0.0,21.153846153846153,21.153846153846153,0.0,0.0,275.0,22.5,9.356025796273888,6.064098149530623,1.7513597196015658,0.2888079441354566,13.0,13.0,1.0,89.12634463150654,88.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,6.064098149530623,0.0,0.0,15.0,0.0615384615384615,0.0,0.8,0.0025664066376451,0.0,0.0,0.0
3,30,growth,1,13,13,0,0,13,0.0,0.0,20.384615384615383,20.384615384615383,0.0,0.0,265.0,22.5,9.18434101276213,5.854943353696115,1.8838981626600313,0.3217619793829025,13.0,13.0,1.0,89.19693428774181,88.0056816347672,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,5.854943353696115,0.0,0.0,15.0,-0.0769230769230769,0.0,-1.0,0.0628211145790723,0.0,0.0,0.0
3,40,growth,1,13,13,0,0,13,0.0,0.0,20.384615384615383,20.384615384615383,0.0,0.0,265.0,22.5,9.18434101276213,5.773468313538269,1.6831207434211788,0.2915268001860182,13.0,13.0,1.0,89.26719693184963,88.0056816347672,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,5.773468313538269,0.0,0.0,15.0,0.0,0.0,0.0,0.3126769512891769,0.0,0.0,0.0
3,50,growth,1,13,13,0,0,13,0.0,0.0,20.153846153846153,20.153846153846153,0.0,0.0,262.0,22.5,9.13220620552083,5.778012458661406,1.6641773107682265,0.2880189896914426,13.0,13.0,1.0,89.2684426461781,88.0056816347672,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,5.778012458661406,0.0,0.0,15.0,-0.023076923076923,0.0,-0.3,0.8254814331348126,0.0,0.0,0.0
3,60,growth,1,13,13,0,0,13,0.0,0.0,20.692307692307693,20.692307692307693,0.0,0.0,269.0,22.5,9.25339718068125,5.809763278593332,1.9671841729265531,0.338599712001149,14.0,14.0,1.0,89.27022742664812,87.00574693662483,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,5.809763278593332,0.0,0.0,15.0,0.0538461538461538,0.0,0.7,1.557800870675307,0.0,0.0,0.0
3,70,growth,1,13,13,0,0,13,0.0,0.0,20.692307692307693,20.692307692307693,0.0,0.0,269.0,22.5,9.25339718068125,5.893071774662316,2.0176668793529355,0.3423794850128992,14.0,15.0,0.9333333333333332,89.27796858729488,87.00574693662483,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,5.893071774662316,0.0,0.0,15.0,0.0,0.0,0.0,2.4707931738633375,0.0,0.0,0.0
3,80,growth,1,13,13,0,0,13,0.0,0.0,20.53846153846154,20.53846153846154,0.0,0.0,267.0,22.5,9.218933756735217,5.968579000364731,1.9817908907145223,0.3320373057964748,15.0,14.0,1.0714285714285714,89.20489146161998,87.00574693662483,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,5.968579000364731,0.0,0.0,15.0,-0.0153846153846153,0.0,-0.2,3.8382079784686742,0.0,0.0,0.0
3,90,growth,1,13,13,0,0,13,0.0,0.0,20.46153846153846,20.46153846153846,0.0,0.0,266.0,22.5,9.201653640780462,5.938360893228575,1.9202535974719537,0.323364246801098,14.0,14.0,1.0,89.27135750626915,87.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,5.938360893228575,0.0,0.0,15.0,-0.0076923076923076,0.0,-0.1,5.570098766913781,0.0,0.0,0.0
3,100,growth,1,13,13,0,0,13,0.0,0.0,20.692307692307693,20.692307692307693,0.0,0.0,269.0,22.5,9.25339718068125,6.174112593832648,1.8905214010832077,0.3062013159545647,14.0,14.0,1.0,89.05771634345116,87.00574693662483,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,6.174112593832648,0.0,0.0,15.0,0.023076923076923,0.0,0.3,7.506525443150447,0.0,0.0,0.0
3,110,growth,1,13,13,0,0,13,0.0,0.0,20.53846153846154,20.53846153846154,0.0,0.0,267.0,22.5,9.218933756735217,5.931685043737807,1.7528395389411142,0.2955044858276183,14.0,13.0,1.0769230769230769,89.1976502921188,87.00574693662483,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,5.931685043737807,0.0,0.0,15.0,-0.0153846153846153,0.0,-0.2,9.316038645230806,0.0,0.0,0.0
3,120,growth,1,13,13,0,0,13,0.0,0.0,20.46153846153846,20.46153846153846,0.0,0.0,266.0,22.5,9.201653640780462,5.952048517150927,2.150417243581418,0.361290274665093,14.0,15.0,0.9333333333333332,89.19679668478065,87.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,5.952048517150927,0.0,0.0,15.0,-0.0076923076923076,0.0,-0.1,11.192359410799469,0.0,0.0,0.0
