run,mcs,phase,is_growth_window,tumor_cells,normal_cells,hypoxic_cells,necrotic_cells,tumor_like_cells,hypoxic_fraction,necrotic_fraction,avg_tumor_volume,avg_normal_volume,avg_hypoxic_volume,avg_necrotic_volume,total_tumor_volume,avg_tumor_target_volume,tumor_effective_radius,tumor_mean_radius,tumor_radius_std,tumor_radial_cv,tumor_span_x,tumor_span_y,tumor_aspect_ratio,mean_tumor_to_vessel_distance,min_tumor_to_vessel_distance,tumor_near_vessel_fraction,hypoxic_core_offset,hypoxic_mean_radius,necrotic_mean_radius,hypoxic_inner_fraction,necrotic_inner_fraction,normal_fraction,vessel_coverage_gap,normal_mean_radius,mean_dist_to_sprout,min_dist_to_sprout,proximity_threshold,avg_tumor_volume_growth_rate,avg_tumor_target_growth_rate,total_tumor_volume_growth_rate,mean_tumor_oxygen,mean_tumor_vegf,mean_tumor_vegf1,mean_tumor_vegf2
7,0,growth,1,13,13,0,0,13,0.0,0.0,16.0,16.0,0.0,0.0,208.0,22.5,8.136857890256438,5.386640797342879,1.7814179837498287,0.3307103723397644,12.0,12.0,1.0,89.65529790087379,88.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,5.386640797342879,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,10,growth,1,13,13,0,0,13,0.0,0.0,20.076923076923077,20.076923076923077,0.0,0.0,261.0,22.5,9.114761669619748,5.866744170587834,1.867227669717379,0.3182732390272759,13.0,14.0,0.9285714285714286,89.3445789919199,87.00574693662483,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,5.866744170587834,0.0,0.0,15.0,0.4076923076923077,0.0,5.3,1.9582611689482013e-07,0.0,0.0,0.0
7,20,growth,1,13,13,0,0,13,0.0,0.0,20.615384615384617,20.615384615384617,0.0,0.0,268.0,22.5,9.23618154310838,6.040818280787334,1.9504907307318913,0.3228851854285001,13.0,15.0,0.8666666666666667,89.1929831070394,86.00581375697809,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,6.040818280787334,0.0,0.0,15.0,0.0538461538461538,0.0,0.7,0.0026022533868224,0.0,0.0,0.0
7,30,growth,1,13,13,0,0,13,0.0,0.0,20.615384615384617,20.615384615384617,0.0,0.0,268.0,22.5,9.23618154310838,5.953840906636903,2.0227013199973256,0.3397304952744987,14.0,14.0,1.0,89.19134273121827,87.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,5.953840906636903,0.0,0.0,15.0,0.0,0.0,0.0,0.0637904053124097,0.0,0.0,0.0
7,40,growth,1,13,13,0,0,13,0.0,0.0,20.615384615384617,20.615384615384617,0.0,0.0,268.0,22.5,9.23618154310838,5.922683589530026,1.8201035436793012,0.3073106162376858,13.0,14.0,0.9285714285714286,89.2646162252235,87.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,5.922683589530026,0.0,0.0,15.0,0.0,0.0,0.0,0.316268815444066,0.0,0.0,0.0
7,50,growth,1,13,13,0,0,13,0.0,0.0,20.46153846153846,20.46153846153846,0.0,0.0,266.0,22.5,9.201653640780462,5.870111263489489,1.9173315256577632,0.3266260960985609,13.0,15.0,0.8666666666666667,89.26754790492099,87.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,5.870111263489489,0.0,0.0,15.0,-0.0153846153846153,0.0,-0.2,0.8288531395105215,0.0,0.0,0.0
7,60,growth,1,13,13,0,0,13,0.0,0.0,21.153846153846153,21.153846153846153,0.0,0.0,275.0,22.5,9.356025796273888,6.0762395975501615,1.9655659923776831,0.3234839510229594,14.0,15.0,0.9333333333333332,89.12231073911246,86.00581375697809,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,6.0762395975501615,0.0,0.0,15.0,0.0692307692307692,0.0,0.9,1.5780994800420909,0.0,0.0,0.0
7,70,growth,1,13,13,0,0,13,0.0,0.0,20.615384615384617,20.615384615384617,0.0,0.0,268.0,22.5,9.23618154310838,5.9754744661869035,1.881593596217822,0.3148860574779617,14.0,15.0,0.9333333333333332,89.11342090193945,86.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,5.9754744661869035,0.0,0.0,15.0,-0.0538461538461538,0.0,-0.7,2.472655076246995,0.0,0.0,0.0
7,80,growth,1,13,13,0,0,13,0.0,0.0,20.846153846153847,20.846153846153847,0.0,0.0,271.0,22.5,9.287732724180174,5.9007717272977285,1.9730569888433536,0.3343727024239454,13.0,15.0,0.8666666666666667,89.18856617138333,86.00581375697809,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,5.9007717272977285,0.0,0.0,15.0,0.023076923076923,0.0,0.3,3.813786048155564,0.0,0.0,0.0
7,90,growth,1,13,13,0,0,13,0.0,0.0,20.46153846153846,20.46153846153846,0.0,0.0,266.0,22.5,9.201653640780462,5.698468011348671,2.0010106983617577,0.3511488867493306,13.0,14.0,0.9285714285714286,89.50638145327487,87.00574693662483,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,5.698468011348671,0.0,0.0,15.0,-0.0384615384615384,0.0,-0.5,5.519951636974628,0.0,0.0,0.0
