run,mcs,phase,is_growth_window,tumor_cells,normal_cells,hypoxic_cells,necrotic_cells,tumor_like_cells,hypoxic_fraction,necrotic_fraction,avg_tumor_volume,avg_normal_volume,avg_hypoxic_volume,avg_necrotic_volume,total_tumor_volume,avg_tumor_target_volume,tumor_effective_radius,tumor_mean_radius,tumor_radius_std,tumor_radial_cv,tumor_span_x,tumor_span_y,tumor_aspect_ratio,mean_tumor_to_vessel_distance,min_tumor_to_vessel_distance,tumor_near_vessel_fraction,hypoxic_core_offset,hypoxic_mean_radius,necrotic_mean_radius,hypoxic_inner_fraction,necrotic_inner_fraction,normal_fraction,vessel_coverage_gap,normal_mean_radius,mean_dist_to_sprout,min_dist_to_sprout,proximity_threshold,avg_tumor_volume_growth_rate,avg_tumor_target_growth_rate,total_tumor_volume_growth_rate,mean_tumor_oxygen,mean_tumor_vegf,mean_tumor_vegf1,mean_tumor_vegf2
6,0,growth,1,13,13,0,0,13,0.0,0.0,16.0,16.0,0.0,0.0,208.0,22.5,8.136857890256438,5.386640797342879,1.7814179837498287,0.3307103723397644,12.0,12.0,1.0,89.65529790087379,88.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,5.386640797342879,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,10,growth,1,13,13,0,0,13,0.0,0.0,20.153846153846153,20.153846153846153,0.0,0.0,262.0,22.5,9.13220620552083,5.924347153273668,1.945353388988624,0.3283658669316269,13.0,13.0,1.0,89.27823465061859,88.0056816347672,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,5.924347153273668,0.0,0.0,15.0,0.4153846153846154,0.0,5.4,1.9656078802217266e-07,0.0,0.0,0.0
6,20,growth,1,13,13,0,0,13,0.0,0.0,20.53846153846154,20.53846153846154,0.0,0.0,267.0,22.5,9.218933756735217,6.009949693036168,1.711517775732892,0.2847807158379474,13.0,13.0,1.0,89.20670585594547,88.0056816347672,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,6.009949693036168,0.0,0.0,15.0,0.0384615384615384,0.0,0.5,0.002542442534692,0.0,0.0,0.0
6,30,growth,1,13,13,0,0,13,0.0,0.0,20.53846153846154,20.53846153846154,0.0,0.0,267.0,22.5,9.218933756735217,5.840514027940694,1.9893749076898597,0.3406164077635634,13.0,14.0,0.9285714285714286,89.27406829377782,87.02298546935747,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,5.840514027940694,0.0,0.0,15.0,0.0,0.0,0.0,0.0630817358883527,0.0,0.0,0.0
6,40,growth,1,13,13,0,0,13,0.0,0.0,20.384615384615383,20.384615384615383,0.0,0.0,265.0,22.5,9.18434101276213,5.931595250554536,1.8007039797773816,0.3035783636128976,13.0,13.0,1.0,89.35491502943572,88.0056816347672,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,5.931595250554536,0.0,0.0,15.0,-0.0153846153846153,0.0,-0.2,0.3170992411099947,0.0,0.0,0.0
6,50,growth,1,13,13,0,0,13,0.0,0.0,20.53846153846154,20.53846153846154,0.0,0.0,267.0,22.5,9.218933756735217,5.989925608529431,1.957119292040357,0.326735158322082,14.0,14.0,1.0,89.1189849020409,87.00574693662483,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,5.989925608529431,0.0,0.0,15.0,0.0153846153846153,0.0,0.2,0.8384988307952881,0.0,0.0,0.0
6,60,growth,1,13,13,0,0,13,0.0,0.0,20.46153846153846,20.46153846153846,0.0,0.0,266.0,22.5,9.201653640780462,5.931639182581318,1.8108458875327451,0.3052859136898319,13.0,13.0,1.0,89.36127427853738,88.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,5.931639182581318,0.0,0.0,15.0,-0.0076923076923076,0.0,-0.1,1.5649332633385291,0.0,0.0,0.0
6,70,growth,1,13,13,0,0,13,0.0,0.0,20.923076923076923,20.923076923076923,0.0,0.0,272.0,22.5,9.304852983362556,6.0681542145925915,1.789281513149568,0.2948642123904391,13.0,14.0,0.9285714285714286,89.20577315251231,87.00574693662483,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,6.0681542145925915,0.0,0.0,15.0,0.0461538461538461,0.0,0.6,2.4848748720609226,0.0,0.0,0.0
6,80,growth,1,13,13,0,0,13,0.0,0.0,20.923076923076923,20.923076923076923,0.0,0.0,272.0,22.5,9.304852983362556,6.036033605493902,1.8795421724843888,0.3113869629177775,14.0,14.0,1.0,89.11991111517267,87.00574693662483,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,6.036033605493902,0.0,0.0,15.0,0.0,0.0,0.0,3.822640290627113,0.0,0.0,0.0
6,90,growth,1,13,13,0,0,13,0.0,0.0,20.307692307692307,20.307692307692307,0.0,0.0,264.0,22.5,9.16699568847508,5.837283046828547,2.026953850395881,0.3472426870746219,13.0,14.0,0.9285714285714286,89.34839620666418,87.00574693662483,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,5.837283046828547,0.0,0.0,15.0,-0.0615384615384615,0.0,-0.8,5.5401309086726265,0.0,0.0,0.0
