run,mcs,phase,is_growth_window,tumor_cells,normal_cells,hypoxic_cells,necrotic_cells,tumor_like_cells,hypoxic_fraction,necrotic_fraction,avg_tumor_volume,avg_normal_volume,avg_hypoxic_volume,avg_necrotic_volume,total_tumor_volume,avg_tumor_target_volume,tumor_effective_radius,tumor_mean_radius,tumor_radius_std,tumor_radial_cv,tumor_span_x,tumor_span_y,tumor_aspect_ratio,mean_tumor_to_vessel_distance,min_tumor_to_vessel_distance,tumor_near_vessel_fraction,hypoxic_core_offset,hypoxic_mean_radius,necrotic_mean_radius,hypoxic_inner_fraction,necrotic_inner_fraction,avg_tumor_volume_growth_rate,avg_tumor_target_growth_rate,total_tumor_volume_growth_rate,endothelial_cells,neovascular_cells,vascular_like_cells,active_neovascular_cells,vascular_cells,inactive_neovascular_cells,avg_active_neovascular_volume,avg_inactive_neovascular_volume,avg_neovascular_volume,avg_endothelial_volume,avg_parent_vessel_volume,avg_endothelial_volume_growth_rate,avg_parent_vessel_volume_growth_rate,mean_tumor_oxygen,mean_tumor_vegf,mean_tumor_vegf1,mean_tumor_vegf2,mean_endothelial_oxygen,mean_endothelial_vegf,mean_vascular_oxygen,mean_vascular_vegf1,mean_vascular_vegf2,tumor_oxygen_per_neovascular_cell,tumor_oxygen_per_neovascular_volume,hypoxia_per_neovascular_cell,mean_tumor_hif1a,mean_tumor_vegf_drive,mean_hif_vegf2_boost,mean_endothelial_effective_vegf2
4,100,growth,1,13,13,0,0,13,0.0,0.0,20.615384615384617,20.615384615384617,0.0,0.0,268.0,22.5,9.23618154310838,5.959990425907956,1.787155644906914,0.2998588113729487,14.0,15.0,0.9333333333333332,86.97561179822523,79.1012010022604,0.0,0.0,0.0,0.0,0.0,0.0,-0.0384615384615384,0.0,-0.5,9,9,13,0,4,9,0.0,59.888888888888886,59.888888888888886,59.888888888888886,1900.0,0.1888888888888888,0.0,7.370760697584886,0.0,0.0,0.0,70.0,0.0,90.0,3.960217297077179,0.0,0.8189734108427651,0.0136748807005285,0.0,0.6518514846606209,0.7806490316976761,0.4683894190186056,0.4683894190186056
4,110,growth,1,13,13,0,0,13,0.0,0.0,20.23076923076923,20.23076923076923,0.0,0.0,263.0,22.5,9.149617481968136,6.188206297504987,1.7998758902396743,0.2908558318369837,14.0,15.0,0.9333333333333332,86.84665131354546,79.1012010022604,0.0,0.0,0.0,0.0,0.0,0.0,-0.0384615384615384,0.0,-0.5,9,9,13,0,4,9,0.0,62.0,62.0,62.0,1900.0,0.2111111111111111,0.0,9.227005665118876,0.0,0.0,0.0,70.0,0.0,90.0,3.9690811038017273,0.0,1.0252228516798754,0.0165358524464496,0.0,0.6159286352711628,0.7607447860726833,0.4564468716436099,0.4564468716436099
4,120,growth,1,13,13,0,0,13,0.0,0.0,20.923076923076923,20.923076923076923,0.0,0.0,272.0,22.5,9.304852983362556,6.052036916464974,1.718803563110611,0.2840041438667517,14.0,14.0,1.0,86.96180811551442,80.15609770940699,0.0,0.0,0.0,0.0,0.0,0.0,0.0692307692307692,0.0,0.9,9,9,13,0,4,9,0.0,63.55555555555556,63.55555555555556,63.55555555555556,1900.0,0.1555555555555555,0.0,10.93411841759315,0.0,0.0,0.0,70.0,0.0,90.0,3.974335134029389,0.0,1.2149020463992388,0.0191155916391488,0.0,0.58119856907272,0.7391391850504915,0.4434835110302949,0.4434835110302949
4,130,growth,1,13,13,0,0,13,0.0,0.0,20.923076923076923,20.923076923076923,0.0,0.0,272.0,22.5,9.304852983362556,6.056590405130606,1.812268950732012,0.2992226367490227,14.0,14.0,1.0,86.73755831184813,79.1580697086532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,9,13,0,4,9,0.0,65.11111111111111,65.11111111111111,65.11111111111111,1900.0,0.1555555555555555,0.0,12.60232397226187,0.0,0.0,0.0,70.0,0.0,90.0,3.977446615695954,0.0,1.4002582191402078,0.0215056723076141,0.0,0.5491036947440286,0.7168274341773407,0.4300964605064044,0.4300964605064044
4,140,growth,1,13,13,0,0,13,0.0,0.0,21.0,21.0,0.0,0.0,273.0,22.5,9.321941800299705,6.007475689744013,2.0597808200725485,0.3428696055464718,14.0,15.0,0.9333333333333332,86.82275278185259,79.1580697086532,0.0,0.0,0.0,0.0,0.0,0.0,0.0076923076923076,0.0,0.1,9,9,13,0,4,9,0.0,66.66666666666667,66.66666666666667,66.66666666666667,1900.0,0.1555555555555555,0.0,14.164935918954702,0.0,0.0,0.0,70.0,0.0,90.0,3.979291081428528,0.0,1.5738817687727449,0.0236082265315911,0.0,0.5203305133325878,0.6946751076780118,0.416805064606807,0.416805064606807
4,150,growth,1,13,13,0,0,13,0.0,0.0,20.923076923076923,20.923076923076923,0.0,0.0,272.0,22.5,9.304852983362556,6.014878716341736,1.8341836905204352,0.3049410930825867,14.0,14.0,1.0,86.92061157157038,79.1580697086532,0.0,0.0,0.0,0.0,0.0,0.0,-0.0076923076923076,0.0,-0.1,9,9,13,0,4,9,0.0,69.11111111111111,69.11111111111111,69.11111111111111,1900.0,0.2444444444444444,0.0,15.593011415921724,0.0,0.0,0.0,70.0,0.0,90.0,3.98039311170578,0.0,1.7325568239913027,0.0250691501863693,0.0,0.4949870686816283,0.6733044522975901,0.403982671378554,0.403982671378554
4,160,growth,1,13,13,0,0,13,0.0,0.0,21.23076923076923,21.23076923076923,0.0,0.0,276.0,22.5,9.373021315815206,6.054409742878169,1.9757124671612076,0.3263261905068859,13.0,15.0,0.8666666666666667,87.21896164567411,79.1012010022604,0.0,0.0,0.0,0.0,0.0,0.0,0.0307692307692307,0.0,0.4,9,9,13,0,4,9,0.0,71.11111111111111,71.11111111111111,71.11111111111111,1900.0,0.2,0.0,16.949520404522236,0.0,0.0,0.0,70.0,0.0,90.0,3.981062114238739,0.0,1.8832800449469151,0.0264836256320659,0.0,0.4728526717271745,0.6530882035494778,0.3918529221296867,0.3918529221296867
4,170,growth,1,13,13,0,0,13,0.0,0.0,20.692307692307693,20.692307692307693,0.0,0.0,269.0,22.5,9.25339718068125,6.088360318377647,1.7596483333105413,0.2890184288204925,14.0,15.0,0.9333333333333332,87.06546627197164,79.02531240052139,0.0,0.0,0.0,0.0,0.0,0.0,-0.0538461538461538,0.0,-0.7,9,9,13,0,4,9,0.0,73.33333333333333,73.33333333333333,73.33333333333333,1900.0,0.2222222222222222,0.0,18.157389860886795,0.0,0.0,0.0,70.0,0.0,90.0,3.981476843357086,0.0,2.017487762320755,0.0275111967589193,0.0,0.4536350112674431,0.6342783337036917,0.380567000222215,0.380567000222215
4,180,growth,1,13,13,0,0,13,0.0,0.0,21.0,21.0,0.0,0.0,273.0,22.5,9.321941800299705,6.0768002897102145,1.876374193979218,0.3087766759681841,14.0,15.0,0.9333333333333332,87.06905557555275,79.02531240052139,0.0,0.0,0.0,0.0,0.0,0.0,0.0307692307692307,0.0,0.4,9,9,13,0,4,9,0.0,75.77777777777777,75.77777777777777,75.77777777777777,1900.0,0.2444444444444444,0.0,19.26084401057317,0.0,0.0,0.0,70.0,0.0,90.0,3.981741070747375,0.0,2.140093778952574,0.0282417067603712,0.0,0.4371094293961083,0.6171150347521646,0.3702690208512987,0.3702690208512987
4,190,growth,1,13,13,0,0,13,0.0,0.0,21.0,21.0,0.0,0.0,273.0,22.5,9.321941800299705,6.05091073935222,1.8348574026694568,0.3032365674701536,14.0,15.0,0.9333333333333332,87.1109610105294,79.02531240052139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,14,0,4,10,0.0,68.9,68.9,68.9,1900.0,0.07,0.0,20.242873265193055,0.0,0.0,0.0,70.01693878173828,0.0,90.0,3.981914222240448,0.0,2.024287326519306,0.0293800773079725,0.0,0.4228259330823372,0.6015085189069945,0.3609051113441967,0.3609051113441967
4,200,growth,1,13,13,0,0,13,0.0,0.0,20.692307692307693,20.692307692307693,0.0,0.0,269.0,22.5,9.25339718068125,5.901823127980787,2.0301533544757224,0.3439874951268332,14.0,15.0,0.9333333333333332,87.01067137387915,79.05694150420949,0.0,0.0,0.0,0.0,0.0,0.0,-0.0307692307692307,0.0,-0.4,11,11,15,0,4,11,0.0,64.0,64.0,64.0,1900.0,0.1363636363636363,0.0,21.117651279156025,0.0,0.0,0.0,70.0,0.0,90.0,3.982031226158142,0.0,1.919786479923275,0.0299966637488011,0.0,0.4106559128185169,0.5876277192594266,0.3525766315556559,0.3525766315556559
4,210,growth,1,13,13,0,0,13,0.0,0.0,21.307692307692307,21.307692307692307,0.0,0.0,277.0,22.5,9.389986074159536,6.185682668152783,1.813342162645005,0.2931515016088789,14.0,14.0,1.0,87.09476336902785,80.09993757800315,0.0,0.0,0.0,0.0,0.0,0.0,0.0615384615384615,0.0,0.8,13,13,17,0,4,13,0.0,55.07692307692308,55.07692307692308,55.07692307692308,1900.0,0.0923076923076923,0.0,21.98835827754094,0.0,0.0,0.0,70.0,0.0,90.0,3.9821121096611023,0.0,1.691412175195457,0.0307099975943309,0.0,0.4001106298469985,0.5751542497138843,0.3450925498283305,0.3450925498283305
4,220,growth,1,13,13,0,0,13,0.0,0.0,20.692307692307693,20.692307692307693,0.0,0.0,269.0,22.5,9.25339718068125,6.002696511401689,1.9115916668283437,0.3184554913275081,15.0,14.0,1.0714285714285714,86.19229032745605,79.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0615384615384615,0.0,-0.8,16,16,20,0,4,16,0.0,46.1875,46.1875,46.1875,1900.0,0.14375,0.0,22.6782656449538,0.0,0.0,0.0,70.0,0.0,90.0,3.982169508934021,0.0,1.4173916028096123,0.030687774891683,0.0,0.3910483002761028,0.5640967995931416,0.338458079755885,0.338458079755885
4,230,growth,1,13,13,0,0,13,0.0,0.0,20.692307692307693,20.692307692307693,0.0,0.0,269.0,22.5,9.25339718068125,5.75741040143237,2.058386923325096,0.3575195756086791,14.0,15.0,0.9333333333333332,86.4139027420815,79.00632886041473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,16,20,0,4,16,0.0,47.4375,47.4375,47.4375,1900.0,0.125,0.0,23.327822611882137,0.0,0.0,0.0,70.0,0.0,90.0,3.982210338115692,0.0,1.4579889132426336,0.0307349441526773,0.0,0.3831788138335055,0.5542378458108544,0.3325427074865126,0.3325427074865126
