run,mcs,phase,is_growth_window,tumor_cells,normal_cells,hypoxic_cells,necrotic_cells,tumor_like_cells,hypoxic_fraction,necrotic_fraction,avg_tumor_volume,total_tumor_volume,avg_tumor_target_volume,avg_tumor_volume_growth_rate,avg_tumor_target_growth_rate,total_tumor_volume_growth_rate,endothelial_cells,vascular_like_cells,active_neovascular_cells,vascular_cells,inactive_neovascular_cells,avg_endothelial_volume,avg_vascular_volume,avg_endothelial_volume_growth_rate,avg_vascular_volume_growth_rate,mean_tumor_oxygen,mean_tumor_vegf,mean_tumor_vegf1,mean_tumor_vegf2,mean_endothelial_oxygen,mean_endothelial_vegf,mean_vascular_oxygen,mean_vascular_vegf1,mean_vascular_vegf2,mean_tumor_hif1a,mean_tumor_vegf_drive,mean_hif_vegf2_boost,mean_endothelial_effective_vegf2
1,0,growth,1,204,204,0,0,204,0.0,0.0,16.0,3264.0,22.5,0.0,0.0,0.0,9,13,0,4,9,64.0,1900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0326349717969379,0.0195809830781627,0.0195809830781627
1,10,growth,1,204,204,0,0,204,0.0,0.0,17.94607843137255,3661.0,22.5,0.1946078431372549,0.0,39.7,9,13,0,4,9,39.22222222222222,1900.0,-2.477777777777778,0.0,0.0007816007546271,0.0,0.0,0.0,70.0,0.0,90.0,1.6050463616847992,0.0,0.3449576182593359,0.5028898196250337,0.3017338917750202,0.3017338917750202
1,20,growth,1,204,204,0,0,204,0.0,0.0,19.014705882352946,3879.0,22.5,0.1068627450980392,0.0,21.8,9,13,0,4,9,41.44444444444444,1900.0,0.2222222222222222,0.0,0.0779135234145488,0.0,0.0,0.0,70.0,0.0,90.0,2.565723478794098,0.0,0.5270466546885766,0.7000829865625587,0.4200497919375352,0.4200497919375352
1,30,growth,1,204,204,0,0,204,0.0,0.0,19.892156862745097,4058.0,22.5,0.0877450980392156,0.0,17.9,9,13,0,4,9,43.888888888888886,1900.0,0.2444444444444444,0.0,0.4032529882091444,0.0,0.0,0.0,70.0,0.0,90.0,3.1397048234939575,0.0,0.6326401120890364,0.7703245816727156,0.4621947490036293,0.4621947490036293
1,40,growth,1,204,204,0,0,204,0.0,0.0,20.362745098039216,4154.0,22.5,0.0470588235294117,0.0,9.6,9,13,0,4,9,46.22222222222222,1900.0,0.2333333333333333,0.0,0.8842167017031827,0.0,0.0,0.0,70.0,0.0,90.0,3.48173326253891,0.0,0.6895231946339763,0.7991282573118952,0.4794769543871371,0.4794769543871371
1,50,growth,1,204,204,0,0,204,0.0,0.0,20.69607843137255,4222.0,22.5,0.0333333333333333,0.0,6.8,9,13,0,4,9,48.55555555555556,1900.0,0.2333333333333333,0.0,1.4679721471141367,0.0,0.0,0.0,70.0,0.0,90.0,3.6850974559783936,0.0,0.7161559772963846,0.8107498794962223,0.4864499276977334,0.4864499276977334
1,60,growth,1,204,204,0,0,204,0.0,0.0,20.99019607843137,4282.0,22.5,0.0294117647058823,0.0,6.0,9,13,0,4,9,51.111111111111114,1900.0,0.2555555555555555,0.0,2.1392866903368164,0.0,0.0,0.0,70.0,0.0,90.0,3.8058520555496216,0.0,0.7239942920677205,0.8136521372099608,0.4881912823259764,0.4881912823259764
1,70,growth,1,204,204,0,0,204,0.0,0.0,21.220588235294116,4329.0,22.5,0.0230392156862745,0.0,4.7,9,13,0,4,9,53.55555555555556,1900.0,0.2444444444444444,0.0,2.878941397310472,0.0,0.0,0.0,70.0,0.0,90.0,3.87750506401062,0.0,0.7200645043308919,0.8113702461487063,0.4868221476892237,0.4868221476892237
1,80,growth,1,204,204,0,0,204,0.0,0.0,21.294117647058822,4344.0,22.5,0.0073529411764705,0.0,1.5,9,13,0,4,9,56.22222222222222,1900.0,0.2666666666666666,0.0,3.614643762509028,0.0,5.1174870388332785e-45,0.0,70.0,0.0,90.0,3.9200093746185303,0.0,0.7096126119275108,0.8060509089898824,0.4836305453939294,0.4836305453939294
1,90,growth,1,204,204,0,0,204,0.0,0.0,21.34803921568627,4355.0,22.5,0.005392156862745,0.0,1.1,9,13,0,4,9,58.333333333333336,1900.0,0.2111111111111111,0.0,4.3346064011840255,0.0,5.5369835938152216e-42,0.0,70.0,0.0,90.0,3.9452210664749146,0.0,0.6959798861011504,0.7989990743902101,0.479399444634126,0.479399444634126
1,100,growth,1,204,204,0,0,204,0.0,0.0,21.54901960784314,4396.0,22.5,0.0200980392156862,0.0,4.1,9,13,0,4,9,59.333333333333336,1900.0,0.1,0.0,4.991656702669228,0.0,3.945478233848847e-40,0.0,70.0,0.0,90.0,3.9601776003837585,0.0,0.6808945291201445,0.7909064331332675,0.4745438598799604,0.4745438598799604
1,110,growth,1,204,204,0,0,204,0.0,0.0,21.514705882352946,4389.0,22.5,-0.0034313725490196,0.0,-0.7,9,13,0,4,9,61.111111111111114,1900.0,0.1777777777777777,0.0,5.603932488198374,0.0,2.809392053644512e-38,0.0,70.0,0.0,90.0,3.969051361083984,0.0,0.6659292896993091,0.7825369838625321,0.4695221903175192,0.4695221903175192
1,120,growth,1,204,204,0,0,204,0.0,0.0,21.41176470588235,4368.0,22.5,-0.0102941176470588,0.0,-2.1,9,13,0,4,9,63.55555555555556,1900.0,0.2444444444444444,0.0,6.202597530449138,0.0,4.2675940689769154e-36,0.0,70.0,0.0,90.0,3.974316239356994,0.0,0.6517256562516072,0.774287529024746,0.4645725174148475,0.4645725174148475
1,130,growth,1,204,204,0,0,204,0.0,0.0,21.480392156862745,4382.0,22.5,0.0068627450980392,0.0,1.4,9,13,0,4,9,64.55555555555556,1900.0,0.1,0.0,6.725413469999444,0.0,1.0945618525550367e-34,0.0,70.0,0.0,90.0,3.9774422645568848,0.0,0.6384054163617082,0.7662508831732563,0.4597505299039537,0.4597505299039537
1,140,growth,1,204,204,0,0,204,0.0,0.0,21.49019607843137,4384.0,22.5,0.0009803921568627,0.0,0.2,9,13,0,4,9,66.44444444444444,1900.0,0.1888888888888888,0.0,7.149553258337226,0.0,1.7649559857376936e-33,0.0,70.0,0.0,90.0,3.979305148124695,0.0,0.626356009569198,0.7587161150063776,0.4552296690038265,0.4552296690038265
