run,mcs,phase,is_growth_window,tumor_cells,normal_cells,hypoxic_cells,necrotic_cells,tumor_like_cells,hypoxic_fraction,necrotic_fraction,avg_tumor_volume,total_tumor_volume,avg_tumor_target_volume,avg_tumor_volume_growth_rate,avg_tumor_target_growth_rate,total_tumor_volume_growth_rate,endothelial_cells,vascular_like_cells,active_neovascular_cells,vascular_cells,inactive_neovascular_cells,avg_endothelial_volume,avg_vascular_volume,avg_endothelial_volume_growth_rate,avg_vascular_volume_growth_rate,mean_tumor_oxygen,mean_tumor_vegf,mean_tumor_vegf1,mean_tumor_vegf2,mean_endothelial_oxygen,mean_endothelial_vegf,mean_vascular_oxygen,mean_vascular_vegf1,mean_vascular_vegf2,mean_tumor_hif1a,mean_tumor_vegf_drive,mean_hif_vegf2_boost,mean_endothelial_effective_vegf2
5,100,growth,1,204,204,0,0,204,0.0,0.0,21.470588235294116,4380.0,22.5,0.0088235294117647,0.0,1.8,9,13,0,4,9,60.44444444444444,1900.0,0.1777777777777777,0.0,5.028823281473973,0.0,1.433448544290253e-39,0.0,70.0,0.0,90.0,3.9601492881774902,0.0,0.6807524523620778,0.790832337751941,0.4744994026511645,0.4744994026511645
5,110,growth,1,204,204,0,0,204,0.0,0.0,21.485294117647054,4383.0,22.5,0.0014705882352941,0.0,0.3,9,13,0,4,9,62.22222222222222,1900.0,0.1777777777777777,0.0,5.6459344751110265,0.0,3.677571520676763e-38,0.0,70.0,0.0,90.0,3.969038128852844,0.0,0.6656673119047473,0.782383790099469,0.4694302740596814,0.4694302740596814
5,120,growth,1,204,204,0,0,204,0.0,0.0,21.455882352941178,4377.0,22.5,-0.0029411764705882,0.0,-0.6,9,13,0,4,9,64.11111111111111,1900.0,0.1888888888888888,0.0,6.17425610738642,0.0,1.887711791520296e-36,0.0,70.0,0.0,90.0,3.974318265914917,0.0,0.651543132953834,0.7741608229159126,0.4644964937495475,0.4644964937495475
5,130,growth,1,204,204,0,0,204,0.0,0.0,21.558823529411764,4398.0,22.5,0.0102941176470588,0.0,2.1,9,13,0,4,9,65.77777777777777,1900.0,0.1666666666666666,0.0,6.7433348651610165,0.0,2.9750364141121946e-35,0.0,70.0,0.0,90.0,3.9774617552757263,0.0,0.6384174283462001,0.766222677131051,0.4597336062786306,0.4597336062786306
5,140,growth,1,204,204,0,0,204,0.0,0.0,21.524509803921568,4391.0,22.5,-0.0034313725490196,0.0,-0.7,9,13,0,4,9,67.33333333333333,1900.0,0.1555555555555555,0.0,7.236891843232454,0.0,2.6248036968448338e-33,0.0,70.0,0.0,90.0,3.979341864585877,0.0,0.6260659373213802,0.7585172576150617,0.455110354569037,0.455110354569037
5,150,growth,1,204,204,0,0,204,0.0,0.0,21.583333333333332,4403.0,22.5,0.0058823529411764,0.0,1.2,9,13,0,4,9,69.22222222222223,1900.0,0.1888888888888888,0.0,7.647038197692702,0.0,8.444156270414245e-33,0.0,70.0,0.0,90.0,3.980474829673767,0.0,0.6150897741545664,0.7514783122690291,0.4508869873614174,0.4508869873614174
5,160,growth,1,204,204,0,0,204,0.0,0.0,21.495098039215687,4385.0,22.5,-0.0088235294117647,0.0,-1.8,9,13,0,4,9,71.44444444444444,1900.0,0.2222222222222222,0.0,8.025091578563055,0.0,7.489442719473571e-32,0.0,70.0,0.0,90.0,3.9811646342277527,0.0,0.6052439624644838,0.7450321878329296,0.4470193126997577,0.4470193126997577
5,170,growth,1,204,204,0,0,204,0.0,0.0,21.49019607843137,4384.0,22.5,-0.0004901960784313,0.0,-0.1,10,14,0,4,10,66.2,1900.0,0.19,0.0,8.353417495302125,0.0,5.200815086381228e-31,0.0,70.0,0.0,90.0,3.981589198112488,0.0,0.5964288692768309,0.7391271426459514,0.4434762855875708,0.4434762855875708
5,180,growth,1,204,204,0,0,204,0.0,0.0,21.50980392156863,4388.0,22.5,0.0019607843137254,0.0,0.4,10,14,0,4,10,67.9,1900.0,0.17,0.0,8.687599620982713,0.0,3.8125029863160906e-30,0.0,70.0,0.0,90.0,3.98185396194458,0.0,0.588690120381668,0.7338436442499257,0.4403061865499554,0.4403061865499554
5,190,growth,1,204,204,0,0,204,0.0,0.0,21.55392156862745,4397.0,22.5,0.0044117647058823,0.0,0.9,13,17,0,4,13,53.76923076923077,1900.0,0.1538461538461538,0.0,8.96910678288516,0.0,1.555708323197951e-29,0.0,70.0,0.0,90.0,3.982020914554596,0.0,0.581774951500274,0.7290300556283913,0.4374180333770348,0.4374180333770348
