run,mcs,phase,is_growth_window,tumor_cells,normal_cells,hypoxic_cells,necrotic_cells,tumor_like_cells,hypoxic_fraction,necrotic_fraction,avg_tumor_volume,total_tumor_volume,avg_tumor_target_volume,avg_tumor_volume_growth_rate,avg_tumor_target_growth_rate,total_tumor_volume_growth_rate,endothelial_cells,vascular_like_cells,active_neovascular_cells,vascular_cells,inactive_neovascular_cells,avg_endothelial_volume,avg_vascular_volume,avg_endothelial_volume_growth_rate,avg_vascular_volume_growth_rate,mean_tumor_oxygen,mean_tumor_vegf,mean_tumor_vegf1,mean_tumor_vegf2,mean_endothelial_oxygen,mean_endothelial_vegf,mean_vascular_oxygen,mean_vascular_vegf1,mean_vascular_vegf2,mean_tumor_hif1a,mean_tumor_vegf_drive,mean_hif_vegf2_boost,mean_endothelial_effective_vegf2
2,0,growth,1,204,204,0,0,204,0.0,0.0,16.0,3264.0,22.5,0.0,0.0,0.0,9,13,0,4,9,64.0,1900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0326349717969379,0.0195809830781627,0.0195809830781627
2,10,growth,1,204,204,0,0,204,0.0,0.0,17.975490196078432,3667.0,22.5,0.1975490196078431,0.0,40.3,9,13,0,4,9,39.55555555555556,1900.0,-2.4444444444444446,0.0,0.0007687566567353,0.0,0.0,0.0,70.0,0.0,90.0,1.6050463616847992,0.0,0.3449576023162269,0.502889796977701,0.3017338781866205,0.3017338781866205
2,20,growth,1,204,204,0,0,204,0.0,0.0,19.112745098039216,3899.0,22.5,0.1137254901960784,0.0,23.2,9,13,0,4,9,41.666666666666664,1900.0,0.2111111111111111,0.0,0.0794210895909083,0.0,0.0,0.0,70.0,0.0,90.0,2.5657206773757935,0.0,0.527039764146467,0.7000775093366562,0.4200465056019937,0.4200465056019937
2,30,growth,1,204,204,0,0,204,0.0,0.0,19.88235294117647,4056.0,22.5,0.0769607843137255,0.0,15.7,9,13,0,4,9,43.55555555555556,1900.0,0.1888888888888888,0.0,0.3988260339041624,0.0,0.0,0.0,70.0,0.0,90.0,3.139692425727844,0.0,0.6326682453791412,0.7703405002691344,0.4622043001614806,0.4622043001614806
2,40,growth,1,204,204,0,0,204,0.0,0.0,20.37745098039216,4157.0,22.5,0.0495098039215686,0.0,10.1,9,13,0,4,9,45.888888888888886,1900.0,0.2333333333333333,0.0,0.8839140806310609,0.0,0.0,0.0,70.0,0.0,90.0,3.481706976890564,0.0,0.6895552606345872,0.7991457372346017,0.479487442340761,0.479487442340761
2,50,growth,1,204,204,0,0,204,0.0,0.0,20.78921568627451,4241.0,22.5,0.0411764705882352,0.0,8.4,9,13,0,4,9,49.0,1900.0,0.3111111111111111,0.0,1.468792602529421,0.0,0.0,0.0,70.0,0.0,90.0,3.685058295726776,0.0,0.7160992114435379,0.8107283277755571,0.4864369966653342,0.4864369966653342
2,60,growth,1,204,204,0,0,204,0.0,0.0,21.04901960784314,4294.0,22.5,0.0259803921568627,0.0,5.3,9,13,0,4,9,50.888888888888886,1900.0,0.1888888888888888,0.0,2.140673516719949,0.0,0.0,0.0,70.0,0.0,90.0,3.805803954601288,0.0,0.7238120713612094,0.8135718745792038,0.4881431247475222,0.4881431247475222
2,70,growth,1,204,204,0,0,204,0.0,0.0,21.191176470588236,4323.0,22.5,0.0142156862745098,0.0,2.9,9,13,0,4,9,53.333333333333336,1900.0,0.2444444444444444,0.0,2.896585585951221,0.0,0.0,0.0,70.0,0.0,90.0,3.877449691295624,0.0,0.7200549761536638,0.8113709613987711,0.4868225768392626,0.4868225768392626
2,80,growth,1,204,204,0,0,204,0.0,0.0,21.28921568627451,4343.0,22.5,0.0098039215686274,0.0,2.0,9,13,0,4,9,56.333333333333336,1900.0,0.3,0.0,3.601035177853762,0.0,1.1677487202706808e-46,0.0,70.0,0.0,90.0,3.9199471473693848,0.0,0.7096410777216831,0.8060664230876627,0.4836398538525976,0.4836398538525976
2,90,growth,1,204,204,0,0,204,0.0,0.0,21.254901960784313,4336.0,22.5,-0.0034313725490196,0.0,-0.7,9,13,0,4,9,58.22222222222222,1900.0,0.1888888888888888,0.0,4.310794317547013,0.0,5.54611951027381e-44,0.0,70.0,0.0,90.0,3.945156872272491,0.0,0.6961406528524059,0.7990874777007192,0.4794524866204315,0.4794524866204315
