run,mcs,phase,is_growth_window,tumor_cells,normal_cells,hypoxic_cells,necrotic_cells,tumor_like_cells,hypoxic_fraction,necrotic_fraction,avg_tumor_volume,total_tumor_volume,avg_tumor_target_volume,avg_tumor_volume_growth_rate,avg_tumor_target_growth_rate,total_tumor_volume_growth_rate,endothelial_cells,vascular_like_cells,active_neovascular_cells,vascular_cells,inactive_neovascular_cells,avg_endothelial_volume,avg_vascular_volume,avg_endothelial_volume_growth_rate,avg_vascular_volume_growth_rate,mean_tumor_oxygen,mean_tumor_vegf,mean_tumor_vegf1,mean_tumor_vegf2,mean_endothelial_oxygen,mean_endothelial_vegf,mean_vascular_oxygen,mean_vascular_vegf1,mean_vascular_vegf2,mean_tumor_hif1a,mean_tumor_vegf_drive,mean_hif_vegf2_boost,mean_endothelial_effective_vegf2
4,0,growth,1,204,204,0,0,204,0.0,0.0,16.0,3264.0,22.5,0.0,0.0,0.0,9,13,0,4,9,64.0,1900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0326349717969379,0.0195809830781627,0.0195809830781627
4,10,growth,1,204,204,0,0,204,0.0,0.0,18.05392156862745,3683.0,22.5,0.2053921568627451,0.0,41.9,9,13,0,4,9,39.44444444444444,1900.0,-2.4555555555555557,0.0,0.0008011678693435,0.0,0.0,0.0,70.0,0.0,90.0,1.6050463616847992,0.0,0.3449575491749486,0.5028897215011859,0.3017338329007115,0.3017338329007115
4,20,growth,1,204,204,0,0,204,0.0,0.0,19.044117647058822,3885.0,22.5,0.0990196078431372,0.0,20.2,9,13,0,4,9,41.55555555555556,1900.0,0.2111111111111111,0.0,0.079026769459768,0.0,0.0,0.0,70.0,0.0,90.0,2.5657249093055725,0.0,0.5270462985346464,0.7000826833305539,0.4200496099983323,0.4200496099983323
4,30,growth,1,204,204,0,0,204,0.0,0.0,19.80392156862745,4040.0,22.5,0.0759803921568627,0.0,15.5,9,13,0,4,9,44.0,1900.0,0.2444444444444444,0.0,0.3948999242309262,0.0,0.0,0.0,70.0,0.0,90.0,3.1397154927253723,0.0,0.6327184982666867,0.7703687079149797,0.4622212247489878,0.4622212247489878
4,40,growth,1,204,204,0,0,204,0.0,0.0,20.431372549019606,4168.0,22.5,0.0627450980392156,0.0,12.8,9,13,0,4,9,46.22222222222222,1900.0,0.2222222222222222,0.0,0.8951124960154879,0.0,0.0,0.0,70.0,0.0,90.0,3.4817526936531067,0.0,0.6895894161345383,0.7991607715943663,0.4794964629566197,0.4794964629566197
4,50,growth,1,204,204,0,0,204,0.0,0.0,20.857843137254903,4255.0,22.5,0.0426470588235294,0.0,8.7,9,13,0,4,9,48.77777777777778,1900.0,0.2555555555555555,0.0,1.48210825274388,0.0,0.0,0.0,70.0,0.0,90.0,3.68511563539505,0.0,0.7160146632679316,0.810689964012747,0.4864139784076481,0.4864139784076481
4,60,growth,1,204,204,0,0,204,0.0,0.0,21.058823529411764,4296.0,22.5,0.0200980392156862,0.0,4.1,9,13,0,4,9,51.111111111111114,1900.0,0.2333333333333333,0.0,2.153297206058222,0.0,0.0,0.0,70.0,0.0,90.0,3.805864274501801,0.0,0.7237225137044567,0.8135320109687757,0.4881192065812654,0.4881192065812654
4,70,growth,1,204,204,0,0,204,0.0,0.0,21.166666666666668,4318.0,22.5,0.0107843137254901,0.0,2.2,9,13,0,4,9,53.55555555555556,1900.0,0.2444444444444444,0.0,2.8680285539697197,0.0,0.0,0.0,70.0,0.0,90.0,3.877514004707336,0.0,0.7200138242779767,0.8113481731400042,0.4868089038840025,0.4868089038840025
4,80,growth,1,204,204,0,0,204,0.0,0.0,21.28921568627451,4343.0,22.5,0.0122549019607843,0.0,2.5,9,13,0,4,9,56.0,1900.0,0.2444444444444444,0.0,3.5883578535388496,0.0,4.670994881082723e-46,0.0,70.0,0.0,90.0,3.920019209384918,0.0,0.7098584287859655,0.8061790340949265,0.4837074204569559,0.4837074204569559
4,90,growth,1,204,204,0,0,204,0.0,0.0,21.397058823529413,4365.0,22.5,0.0107843137254901,0.0,2.2,9,13,0,4,9,58.666666666666664,1900.0,0.2666666666666666,0.0,4.321630578415067,0.0,4.304390474018922e-43,0.0,70.0,0.0,90.0,3.9452313780784607,0.0,0.6962696932071748,0.799155550423801,0.4794933302542806,0.4794933302542806
4,100,growth,1,204,204,0,0,204,0.0,0.0,21.480392156862745,4382.0,22.5,0.0083333333333333,0.0,1.7,9,13,0,4,9,61.0,1900.0,0.2333333333333333,0.0,5.005256544579478,0.0,9.196233908472003e-40,0.0,70.0,0.0,90.0,3.9601811170578,0.0,0.681206906389496,0.7910872892751636,0.4746523735650981,0.4746523735650981
4,110,growth,1,204,204,0,0,204,0.0,0.0,21.568627450980394,4400.0,22.5,0.0088235294117647,0.0,1.8,9,13,0,4,9,62.888888888888886,1900.0,0.1888888888888888,0.0,5.640030079320366,0.0,8.036284586025478e-38,0.0,70.0,0.0,90.0,3.9690389037132263,0.0,0.6657939663280925,0.7824543790853893,0.4694726274512335,0.4694726274512335
4,120,growth,1,204,204,0,0,204,0.0,0.0,21.465686274509803,4379.0,22.5,-0.0102941176470588,0.0,-2.1,9,13,0,4,9,64.66666666666667,1900.0,0.1777777777777777,0.0,6.2221885887431165,0.0,7.011301963173343e-37,0.0,70.0,0.0,90.0,3.9742873907089233,0.0,0.6513494689717353,0.774045683790922,0.4644274102745531,0.4644274102745531
