run,mcs,phase,is_growth_window,tumor_cells,normal_cells,hypoxic_cells,necrotic_cells,tumor_like_cells,hypoxic_fraction,necrotic_fraction,avg_tumor_volume,total_tumor_volume,avg_tumor_target_volume,avg_tumor_volume_growth_rate,avg_tumor_target_growth_rate,total_tumor_volume_growth_rate,endothelial_cells,vascular_like_cells,active_neovascular_cells,vascular_cells,inactive_neovascular_cells,avg_endothelial_volume,avg_vascular_volume,avg_endothelial_volume_growth_rate,avg_vascular_volume_growth_rate,mean_tumor_oxygen,mean_tumor_vegf,mean_tumor_vegf1,mean_tumor_vegf2,mean_endothelial_oxygen,mean_endothelial_vegf,mean_vascular_oxygen,mean_vascular_vegf1,mean_vascular_vegf2,mean_tumor_hif1a,mean_tumor_vegf_drive,mean_hif_vegf2_boost,mean_endothelial_effective_vegf2
3,0,growth,1,204,204,0,0,204,0.0,0.0,16.0,3264.0,22.5,0.0,0.0,0.0,9,13,0,4,9,64.0,1900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0326349717969379,0.0195809830781627,0.0195809830781627
3,10,growth,1,204,204,0,0,204,0.0,0.0,17.96078431372549,3664.0,22.5,0.196078431372549,0.0,40.0,9,13,0,4,9,39.333333333333336,1900.0,-2.466666666666667,0.0,0.00069663901556,0.0,0.0,0.0,70.0,0.0,90.0,1.6050463616847992,0.0,0.3449578502523489,0.5028901491095924,0.3017340894657554,0.3017340894657554
3,20,growth,1,204,204,0,0,204,0.0,0.0,19.09803921568627,3896.0,22.5,0.1137254901960784,0.0,23.2,9,13,0,4,9,41.666666666666664,1900.0,0.2333333333333333,0.0,0.0789189254579718,0.0,0.0,0.0,70.0,0.0,90.0,2.565725028514862,0.0,0.5270493140609168,0.7000850916324556,0.4200510549794733,0.4200510549794733
3,30,growth,1,204,204,0,0,204,0.0,0.0,19.735294117647054,4026.0,22.5,0.0637254901960784,0.0,13.0,9,13,0,4,9,43.666666666666664,1900.0,0.2,0.0,0.3928705684329365,0.0,0.0,0.0,70.0,0.0,90.0,3.139717996120453,0.0,0.6327324240170573,0.7703769274499145,0.4622261564699487,0.4622261564699487
3,40,growth,1,204,204,0,0,204,0.0,0.0,20.38235294117647,4158.0,22.5,0.0647058823529411,0.0,13.2,9,13,0,4,9,46.111111111111114,1900.0,0.2444444444444444,0.0,0.8806906630120733,0.0,0.0,0.0,70.0,0.0,90.0,3.4817652106285095,0.0,0.6896616747528358,0.799195718858754,0.4795174313152524,0.4795174313152524
3,50,growth,1,204,204,0,0,204,0.0,0.0,20.808823529411764,4245.0,22.5,0.0426470588235294,0.0,8.7,9,13,0,4,9,48.888888888888886,1900.0,0.2777777777777778,0.0,1.4637835712774712,0.0,0.0,0.0,70.0,0.0,90.0,3.685141324996948,0.0,0.7162255733642928,0.8107817211123075,0.4864690326673845,0.4864690326673845
3,60,growth,1,204,204,0,0,204,0.0,0.0,21.034313725490197,4291.0,22.5,0.0225490196078431,0.0,4.6,9,13,0,4,9,50.55555555555556,1900.0,0.1666666666666666,0.0,2.146605761539118,0.0,0.0,0.0,70.0,0.0,90.0,3.8058968782424927,0.0,0.7239110553682471,0.8136080266171272,0.4881648159702763,0.4881648159702763
3,70,growth,1,204,204,0,0,204,0.0,0.0,21.16176470588235,4317.0,22.5,0.0127450980392156,0.0,2.6,9,13,0,4,9,53.55555555555556,1900.0,0.3,0.0,2.870889564939574,0.0,0.0,0.0,70.0,0.0,90.0,3.8775455951690674,0.0,0.7202321792755599,0.8114377631004897,0.4868626578602937,0.4868626578602937
3,80,growth,1,204,204,0,0,204,0.0,0.0,21.30392156862745,4346.0,22.5,0.0142156862745098,0.0,2.9,9,13,0,4,9,55.111111111111114,1900.0,0.1555555555555555,0.0,3.5871426936458137,0.0,1.0990576190782879e-46,0.0,70.0,0.0,90.0,3.920046031475067,0.0,0.709973154594922,0.8062181940501658,0.4837309164300994,0.4837309164300994
3,90,growth,1,204,204,0,0,204,0.0,0.0,21.362745098039216,4358.0,22.5,0.0058823529411764,0.0,1.2,9,13,0,4,9,57.44444444444444,1900.0,0.2333333333333333,0.0,4.3094061373495585,0.0,1.103041702947447e-43,0.0,70.0,0.0,90.0,3.945253789424896,0.0,0.6962746549284915,0.7991427072564209,0.4794856243538525,0.4794856243538525
3,100,growth,1,204,204,0,0,204,0.0,0.0,21.41176470588235,4368.0,22.5,0.0049019607843137,0.0,1.0,9,13,0,4,9,58.22222222222222,1900.0,0.0777777777777777,0.0,5.001601095293083,0.0,9.725031949744587e-41,0.0,70.0,0.0,90.0,3.960202634334564,0.0,0.6811936891211381,0.7910666620483685,0.474639997229021,0.474639997229021
3,110,growth,1,204,204,0,0,204,0.0,0.0,21.387254901960784,4363.0,22.5,-0.0024509803921568,0.0,-0.5,9,13,0,4,9,60.111111111111114,1900.0,0.1888888888888888,0.0,5.603483536956357,0.0,1.302921851873581e-38,0.0,70.0,0.0,90.0,3.969067096710205,0.0,0.6663316554513116,0.7827709046974706,0.4696625428184823,0.4696625428184823
