run,mcs,phase,is_growth_window,tumor_cells,normal_cells,hypoxic_cells,necrotic_cells,tumor_like_cells,hypoxic_fraction,necrotic_fraction,avg_tumor_volume,avg_normal_volume,avg_hypoxic_volume,avg_necrotic_volume,total_tumor_volume,avg_tumor_target_volume,tumor_effective_radius,tumor_mean_radius,tumor_radius_std,tumor_radial_cv,tumor_span_x,tumor_span_y,tumor_aspect_ratio,mean_tumor_to_vessel_distance,min_tumor_to_vessel_distance,tumor_near_vessel_fraction,hypoxic_core_offset,hypoxic_mean_radius,necrotic_mean_radius,hypoxic_inner_fraction,necrotic_inner_fraction,normal_fraction,vessel_coverage_gap,normal_mean_radius,mean_dist_to_sprout,min_dist_to_sprout,proximity_threshold,avg_tumor_volume_growth_rate,avg_tumor_target_growth_rate,total_tumor_volume_growth_rate,endothelial_cells,neovascular_cells,vascular_like_cells,active_neovascular_cells,vascular_cells,inactive_neovascular_cells,avg_active_neovascular_volume,avg_inactive_neovascular_volume,avg_neovascular_volume,avg_endothelial_volume,avg_parent_vessel_volume,avg_endothelial_volume_growth_rate,avg_parent_vessel_volume_growth_rate,mean_tumor_oxygen,mean_tumor_vegf,mean_tumor_vegf1,mean_tumor_vegf2,mean_endothelial_oxygen,mean_endothelial_vegf,mean_vascular_oxygen,mean_vascular_vegf1,mean_vascular_vegf2,tumor_oxygen_per_neovascular_cell,tumor_oxygen_per_neovascular_volume,hypoxia_per_neovascular_cell,mean_tumor_hif1a,mean_tumor_vegf_drive,mean_hif_vegf2_boost,mean_endothelial_effective_vegf2
4,0,growth,1,204,204,0,0,204,0.0,0.0,16.0,16.0,0.0,0.0,3264.0,22.5,32.23295624828558,21.555074271738068,7.614343706419764,0.3532506365057303,61.0,60.0,1.0166666666666666,72.97209986072608,56.0357029044876,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,21.555074271738068,85.78431219519621,56.0357029044876,15.0,0.0,0.0,0.0,9,9,13,0,4,9,0.0,64.0,64.0,64.0,1900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0326349717969379,0.0195809830781627,0.0195809830781627
4,10,growth,1,204,204,0,0,204,0.0,0.0,17.931372549019606,17.931372549019606,0.0,0.0,3658.0,22.5,34.12297706326789,22.330853642190693,8.04554525339983,0.3602882980791659,64.0,65.0,0.9846153846153848,72.78129046294899,55.08175741568164,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,22.330853642190693,87.23312618042415,55.08175741568164,15.0,0.1931372549019608,0.0,39.4,9,9,13,0,4,9,0.0,39.44444444444444,39.44444444444444,39.44444444444444,1900.0,-2.4555555555555557,0.0,0.0007294155905328,0.0,0.0,0.0,70.0,0.0,90.0,1.6050463616847992,0.0,8.104617672587384e-05,2.054691804317928e-06,0.0,0.3449577592187774,0.5028900198164248,0.3017340118898549,0.3017340118898549
4,20,growth,1,204,204,0,0,204,0.0,0.0,19.05392156862745,19.05392156862745,0.0,0.0,3887.0,22.5,35.174856468739065,23.1693862390243,8.25237356373552,0.3561757518563875,67.0,67.0,1.0,72.4778945571567,55.00909015790027,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,23.1693862390243,88.14352417259433,55.00909015790027,15.0,0.1122549019607843,0.0,22.9,9,9,13,0,4,9,0.0,41.55555555555556,41.55555555555556,41.55555555555556,1900.0,0.2111111111111111,0.0,0.0789870472719628,0.0,0.0,0.0,70.0,0.0,90.0,2.565723717212677,0.0,0.0087763385857736,0.0002111953135613,0.0,0.5270447894500245,0.700081482608892,0.4200488895653352,0.4200488895653352
4,30,growth,1,204,204,0,0,204,0.0,0.0,19.862745098039216,19.862745098039216,0.0,0.0,4052.0,22.5,35.91366952591617,23.718756035706814,8.477783626679072,0.3574295217639745,67.0,67.0,1.0,71.99522028267184,55.036351623268054,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,23.718756035706814,88.08090563987508,55.036351623268054,15.0,0.0808823529411764,0.0,16.5,9,9,13,0,4,9,0.0,44.111111111111114,44.111111111111114,44.111111111111114,1900.0,0.2555555555555555,0.0,0.4004509989309179,0.0,0.0,0.0,70.0,0.0,90.0,3.139704704284668,0.0,0.0444945554367686,0.0010086926925212,0.0,0.6326792354229221,0.7703467948386195,0.4622080769031716,0.4622080769031716
4,40,growth,1,204,204,0,0,204,0.0,0.0,20.441176470588236,20.441176470588236,0.0,0.0,4170.0,22.5,36.43284541984618,24.078987854316367,8.559140483317334,0.355460974319277,68.0,70.0,0.9714285714285714,71.6869425669729,53.009433122794285,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,24.078987854316367,88.19058384859595,53.009433122794285,15.0,0.0578431372549019,0.0,11.8,9,9,13,0,4,9,0.0,46.111111111111114,46.111111111111114,46.111111111111114,1900.0,0.2,0.0,0.8852180415654883,0.0,0.0,0.0,70.0,0.0,90.0,3.481730818748474,0.0,0.0983575601739431,0.0021330555218445,0.0,0.6894943969734598,0.7991153161129256,0.4794691896677553,0.4794691896677553
4,50,growth,1,204,204,0,0,204,0.0,0.0,20.82843137254902,20.82843137254902,0.0,0.0,4249.0,22.5,36.7763335094042,24.36111684314226,8.647595739113278,0.3549753402027463,69.0,70.0,0.9857142857142858,71.44274860091608,53.03772242470448,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,24.36111684314226,88.04369038840748,53.03772242470448,15.0,0.0387254901960784,0.0,7.9,9,9,13,0,4,9,0.0,48.333333333333336,48.333333333333336,48.333333333333336,1900.0,0.2222222222222222,0.0,1.4683042462988227,0.0,0.0,0.0,70.0,0.0,90.0,3.685093939304352,0.0,0.1631449162554247,0.003375412060457,0.0,0.7160507736457525,0.8107029273126963,0.4864217563876177,0.4864217563876177
4,60,growth,1,204,204,0,0,204,0.0,0.0,21.014705882352946,21.014705882352946,0.0,0.0,4287.0,22.5,36.940418000746966,24.534328062626415,8.634603863198599,0.3519396920575072,69.0,70.0,0.9857142857142858,71.21317541083799,53.08483775994799,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,24.534328062626415,87.71186927590625,53.08483775994799,15.0,0.0186274509803921,0.0,3.8,9,9,13,0,4,9,0.0,50.44444444444444,50.44444444444444,50.44444444444444,1900.0,0.2111111111111111,0.0,2.1353050934917785,0.0,0.0,0.0,70.0,0.0,90.0,3.8058499097824097,0.0,0.2372561214990865,0.0047033151839025,0.0,0.723832806188614,0.813579039443786,0.4881474236662715,0.4881474236662715
4,70,growth,1,204,204,0,0,204,0.0,0.0,21.058823529411764,21.058823529411764,0.0,0.0,4296.0,22.5,36.97917347704738,24.510183643921852,8.67273328934369,0.353842036246611,70.0,69.0,1.0144927536231885,71.20339929834255,54.037024344425184,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,24.510183643921852,87.62989068709771,54.037024344425184,15.0,0.0044117647058823,0.0,0.9,9,9,13,0,4,9,0.0,53.22222222222222,53.22222222222222,53.22222222222222,1900.0,0.2777777777777778,0.0,2.8279716644947435,0.0,0.0,0.0,70.0,0.0,90.0,3.877507269382477,0.0,0.3142190738327493,0.0059039074415339,0.0,0.7202764682066902,0.8114769466452421,0.4868861679871452,0.4868861679871452
4,80,growth,1,204,204,0,0,204,0.0,0.0,21.313725490196077,21.313725490196077,0.0,0.0,4348.0,22.5,37.202303492218356,24.697180589298004,8.705148917246953,0.3524754125585956,70.0,70.0,1.0,71.01267229836391,54.037024344425184,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,24.697180589298004,87.66160678294776,54.037024344425184,15.0,0.0254901960784313,0.0,5.2,9,9,13,0,4,9,0.0,55.111111111111114,55.111111111111114,55.111111111111114,1900.0,0.1888888888888888,0.0,3.604663553629435,0.0,2.678952946503326e-46,0.0,70.0,0.0,90.0,3.9200204610824585,0.0,0.4005181726254928,0.0072674668419948,0.0,0.7100795104151996,0.8062846961560104,0.4837708176936062,0.4837708176936062
4,90,growth,1,204,204,0,0,204,0.0,0.0,21.36764705882353,21.36764705882353,0.0,0.0,4359.0,22.5,37.24933279771792,24.753678313760147,8.735295161797662,0.3528887727745036,70.0,70.0,1.0,70.91729284548148,54.037024344425184,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,24.753678313760147,87.52290461524095,54.037024344425184,15.0,0.005392156862745,0.0,1.1,9,9,13,0,4,9,0.0,57.333333333333336,57.333333333333336,57.333333333333336,1900.0,0.2222222222222222,0.0,4.31945025058938,0.0,2.7259376597189236e-43,0.0,70.0,0.0,90.0,3.9452446699142456,0.0,0.4799389167321533,0.0083710276174212,0.0,0.6961922794783917,0.7991170737412012,0.4794702442447207,0.4794702442447207
