run,mcs,phase,is_growth_window,tumor_cells,normal_cells,hypoxic_cells,necrotic_cells,tumor_like_cells,hypoxic_fraction,necrotic_fraction,avg_tumor_volume,avg_normal_volume,avg_hypoxic_volume,avg_necrotic_volume,total_tumor_volume,avg_tumor_target_volume,tumor_effective_radius,tumor_mean_radius,tumor_radius_std,tumor_radial_cv,tumor_span_x,tumor_span_y,tumor_aspect_ratio,mean_tumor_to_vessel_distance,min_tumor_to_vessel_distance,tumor_near_vessel_fraction,hypoxic_core_offset,hypoxic_mean_radius,necrotic_mean_radius,hypoxic_inner_fraction,necrotic_inner_fraction,normal_fraction,vessel_coverage_gap,normal_mean_radius,mean_dist_to_sprout,min_dist_to_sprout,proximity_threshold,avg_tumor_volume_growth_rate,avg_tumor_target_growth_rate,total_tumor_volume_growth_rate,mean_tumor_oxygen,mean_tumor_vegf,mean_tumor_vegf1,mean_tumor_vegf2,mean_tumor_hif1a,mean_tumor_vegf_drive,mean_hif_vegf2_boost
5,0,growth,1,13,13,0,0,13,0.0,0.0,16.0,16.0,0.0,0.0,208.0,22.5,8.136857890256438,5.386640797342879,1.7814179837498287,0.3307103723397644,12.0,12.0,1.0,89.65529790087379,88.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,5.386640797342879,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0326349717969379,0.0195809830781627
5,10,growth,1,13,13,0,0,13,0.0,0.0,20.23076923076923,20.23076923076923,0.0,0.0,263.0,22.5,9.149617481968136,5.962216463466538,1.7668210979978225,0.2963362884967382,14.0,14.0,1.0,89.2723793241696,87.02298546935747,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,5.962216463466538,0.0,0.0,15.0,0.4230769230769231,0.0,5.5,2.0041910421862389e-07,0.0,0.0,0.0,0.344959925726591,0.5028930966638512,0.3017358579983107
5,20,growth,1,13,13,0,0,13,0.0,0.0,21.0,21.0,0.0,0.0,273.0,22.5,9.321941800299705,6.055515445171334,1.9202601974165157,0.3171092890115127,15.0,14.0,1.0714285714285714,89.12188745321481,87.00574693662483,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,6.055515445171334,0.0,0.0,15.0,0.0769230769230769,0.0,1.0,0.0025997257863099,0.0,0.0,0.0,0.5275393891371957,0.7004724130698013,0.4202834478418808
5,30,growth,1,13,13,0,0,13,0.0,0.0,21.0,21.0,0.0,0.0,273.0,22.5,9.321941800299705,6.019380804682607,2.0016222735314795,0.3325295970599458,14.0,15.0,0.9333333333333332,89.19955068134905,86.00581375697809,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,6.019380804682607,0.0,0.0,15.0,0.0,0.0,0.0,0.0643566457124856,0.0,0.0,0.0,0.6364039242062136,0.7724213479907334,0.46345280879444
5,40,growth,1,13,13,0,0,13,0.0,0.0,21.0,21.0,0.0,0.0,273.0,22.5,9.321941800299705,5.88997586732134,1.889714678777604,0.3208357251957662,13.0,14.0,0.9285714285714286,89.28069243260629,87.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,5.88997586732134,0.0,0.0,15.0,0.0,0.0,0.0,0.3169733583927154,0.0,0.0,0.0,0.6989800193497077,0.8035421359724174,0.4821252815834504
5,50,growth,1,13,13,0,0,13,0.0,0.0,20.76923076923077,20.76923076923077,0.0,0.0,270.0,22.5,9.27058084855655,6.091912991517234,1.9530001778244437,0.3205889809233856,13.0,15.0,0.8666666666666667,89.13205196412049,86.00581375697809,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,6.091912991517234,0.0,0.0,15.0,-0.023076923076923,0.0,-0.3,0.8447557458510766,0.0,0.0,0.0,0.730078334454753,0.8168600052322937,0.4901160031393762
5,60,growth,1,13,13,0,0,13,0.0,0.0,21.0,21.0,0.0,0.0,273.0,22.5,9.321941800299705,6.030873819571658,1.8191820841975783,0.3016448592066192,14.0,15.0,0.9333333333333332,89.12554093857956,86.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,6.030873819571658,0.0,0.0,15.0,0.023076923076923,0.0,0.3,1.5679558515548706,0.0,0.0,0.0,0.7391778986559694,0.8205167818313464,0.4923100690988078
5,70,growth,1,13,13,0,0,13,0.0,0.0,20.923076923076923,20.923076923076923,0.0,0.0,272.0,22.5,9.304852983362556,6.1029137736463905,1.829252854593715,0.2997343436987094,14.0,15.0,0.9333333333333332,88.88925167162823,86.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,6.1029137736463905,0.0,0.0,15.0,-0.0076923076923076,0.0,-0.1,2.4836733524615946,0.0,0.0,0.0,0.733339816878283,0.818171556111868,0.4909029336671208
5,80,growth,1,13,13,0,0,13,0.0,0.0,21.0,21.0,0.0,0.0,273.0,22.5,9.321941800299705,6.004699143958622,1.984089473967416,0.330422794947791,14.0,15.0,0.9333333333333332,89.0483450554549,86.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,6.004699143958622,0.0,0.0,15.0,0.0076923076923076,0.0,0.1,3.808559234325702,0.0,0.0,0.0,0.7156264633493771,0.8108027752433133,0.486481665145988
5,90,growth,1,13,13,0,0,13,0.0,0.0,20.846153846153847,20.846153846153847,0.0,0.0,271.0,22.5,9.287732724180174,6.074839559449079,1.920012624137076,0.3160598078924738,13.0,15.0,0.8666666666666667,88.96794082018397,86.00581375697809,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,6.074839559449079,0.0,0.0,15.0,-0.0153846153846153,0.0,-0.2,5.56591822550847,0.0,0.0,0.0,0.68719176386041,0.7981011491056569,0.4788606894633941
