run,mcs,phase,is_growth_window,tumor_cells,normal_cells,hypoxic_cells,necrotic_cells,tumor_like_cells,hypoxic_fraction,necrotic_fraction,avg_tumor_volume,avg_normal_volume,avg_hypoxic_volume,avg_necrotic_volume,total_tumor_volume,avg_tumor_target_volume,tumor_effective_radius,tumor_mean_radius,tumor_radius_std,tumor_radial_cv,tumor_span_x,tumor_span_y,tumor_aspect_ratio,mean_tumor_to_vessel_distance,min_tumor_to_vessel_distance,tumor_near_vessel_fraction,hypoxic_core_offset,hypoxic_mean_radius,necrotic_mean_radius,hypoxic_inner_fraction,necrotic_inner_fraction,normal_fraction,vessel_coverage_gap,normal_mean_radius,mean_dist_to_sprout,min_dist_to_sprout,proximity_threshold,avg_tumor_volume_growth_rate,avg_tumor_target_growth_rate,total_tumor_volume_growth_rate,mean_tumor_oxygen,mean_tumor_vegf,mean_tumor_vegf1,mean_tumor_vegf2,mean_tumor_hif1a,mean_tumor_vegf_drive,mean_hif_vegf2_boost
6,0,growth,1,13,13,0,0,13,0.0,0.0,16.0,16.0,0.0,0.0,208.0,22.5,8.136857890256438,5.386640797342879,1.7814179837498287,0.3307103723397644,12.0,12.0,1.0,89.65529790087379,88.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,5.386640797342879,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0326349717969379,0.0195809830781627
6,10,growth,1,13,13,0,0,13,0.0,0.0,20.307692307692307,20.307692307692307,0.0,0.0,264.0,22.5,9.16699568847508,6.02834685389349,1.892549206318826,0.3139416580013967,13.0,14.0,0.9285714285714286,89.20383450541352,87.00574693662483,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,6.02834685389349,0.0,0.0,15.0,0.4307692307692308,0.0,5.6,2.0506247448810637e-07,0.0,0.0,0.0,0.3449599257200511,0.5028930966545636,0.3017358579927381
6,20,growth,1,13,13,0,0,13,0.0,0.0,20.692307692307693,20.692307692307693,0.0,0.0,269.0,22.5,9.25339718068125,6.1349018588058,1.704156807844858,0.2777806144361996,15.0,14.0,1.0714285714285714,89.04715957925163,86.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,6.1349018588058,0.0,0.0,15.0,0.0384615384615384,0.0,0.5,0.0026121666440023,0.0,0.0,0.0,0.5275396264159468,0.700472600162819,0.4202835600976913
6,30,growth,1,13,13,0,0,13,0.0,0.0,20.846153846153847,20.846153846153847,0.0,0.0,271.0,22.5,9.287732724180174,5.920157063631122,2.0714745767758096,0.3499019628214513,14.0,14.0,1.0,89.12295675537972,87.00574693662483,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,5.920157063631122,0.0,0.0,15.0,0.0153846153846153,0.0,0.2,0.0635362473817972,0.0,0.0,0.0,0.6364098490872419,0.7724246030012624,0.4634547618007574
6,40,growth,1,13,13,0,0,13,0.0,0.0,20.46153846153846,20.46153846153846,0.0,0.0,266.0,22.5,9.201653640780462,5.690981315555291,1.9424706175146584,0.3413243709314698,14.0,12.0,1.1666666666666667,89.35582244846881,87.00574693662483,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,5.690981315555291,0.0,0.0,15.0,-0.0384615384615384,0.0,-0.5,0.31210458278656,0.0,0.0,0.0,0.6989985200107893,0.8035504646652871,0.4821302787991722
6,50,growth,1,13,13,0,0,13,0.0,0.0,20.53846153846154,20.53846153846154,0.0,0.0,267.0,22.5,9.218933756735217,5.893113947511395,1.87062231894695,0.3174251059131303,14.0,12.0,1.1666666666666667,89.3523144290736,87.02298546935747,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,5.893113947511395,0.0,0.0,15.0,0.0076923076923076,0.0,0.1,0.8307777505654556,0.0,0.0,0.0,0.7301849599098181,0.8169036432996398,0.4901421859797839
6,60,growth,1,13,13,0,0,13,0.0,0.0,20.307692307692307,20.307692307692307,0.0,0.0,264.0,22.5,9.16699568847508,5.907638551766964,1.9524306251185448,0.3304925661937419,14.0,13.0,1.0769230769230769,89.27629180793102,87.05170877128145,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,5.907638551766964,0.0,0.0,15.0,-0.023076923076923,0.0,-0.3,1.575759823505695,0.0,0.0,0.0,0.7392170411151604,0.8205325177794366,0.4923195106676619
6,70,growth,1,13,13,0,0,13,0.0,0.0,20.923076923076923,20.923076923076923,0.0,0.0,272.0,22.5,9.304852983362556,6.007408765380754,2.1129559123349075,0.3517250107086706,14.0,14.0,1.0,89.196379864938,87.00574693662483,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,6.007408765380754,0.0,0.0,15.0,0.0615384615384615,0.0,0.8,2.4876593259664683,0.0,0.0,0.0,0.7332148621593366,0.8181213137263738,0.4908727882358242
6,80,growth,1,13,13,0,0,13,0.0,0.0,20.615384615384617,20.615384615384617,0.0,0.0,268.0,22.5,9.23618154310838,5.972455912129832,1.9481008560062556,0.3261808684179211,14.0,14.0,1.0,89.19770324332397,87.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,5.972455912129832,0.0,0.0,15.0,-0.0307692307692307,0.0,-0.4,3.807124834794265,0.0,0.0,0.0,0.7158139630418392,0.8108837969204633,0.4865302781522779
6,90,growth,1,13,13,0,0,13,0.0,0.0,21.0,21.0,0.0,0.0,273.0,22.5,9.321941800299705,5.970559321559463,1.8210898681092813,0.3050116027711834,14.0,12.0,1.1666666666666667,89.19863072602882,87.02298546935747,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,5.970559321559463,0.0,0.0,15.0,0.0384615384615384,0.0,0.5,5.537620764512282,0.0,0.0,0.0,0.6873891589362955,0.7981957353387923,0.4789174412032753
6,100,growth,1,13,13,0,0,13,0.0,0.0,20.53846153846154,20.53846153846154,0.0,0.0,267.0,22.5,9.218933756735217,5.8478943898934075,1.875700126406625,0.3207479481244213,15.0,12.0,1.25,89.19479040148228,87.02298546935747,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,5.8478943898934075,0.0,0.0,15.0,-0.0461538461538461,0.0,-0.6,7.406236868638259,0.0,0.0,0.0,0.6527302994103683,0.781103994913096,0.4686623969478576
6,110,growth,1,13,13,0,0,13,0.0,0.0,20.615384615384617,20.615384615384617,0.0,0.0,268.0,22.5,9.23618154310838,5.806596555417191,1.9006266220154695,0.3273219697418626,14.0,12.0,1.1666666666666667,89.27717906051797,87.00574693662483,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,5.806596555417191,0.0,0.0,15.0,0.0076923076923076,0.0,0.1,9.292164142315205,0.0,0.0,0.0,0.6157979897974234,0.7606647880989504,0.4563988728593702
6,120,growth,1,13,13,0,0,13,0.0,0.0,20.692307692307693,20.692307692307693,0.0,0.0,269.0,22.5,9.25339718068125,6.04216468894875,1.9546313199952077,0.3234985176041742,16.0,12.0,1.3333333333333333,89.05005939519508,86.09297300012354,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,6.04216468894875,0.0,0.0,15.0,0.0076923076923076,0.0,0.1,11.188817684467022,0.0,0.0,0.0,0.5797610204400171,0.7381842356621533,0.4429105413972919
6,130,growth,1,13,13,0,0,13,0.0,0.0,20.307692307692307,20.307692307692307,0.0,0.0,264.0,22.5,9.16699568847508,5.8872645359148175,1.910684332616393,0.3245453505546431,15.0,12.0,1.25,89.12687584846056,86.09297300012354,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,5.8872645359148175,0.0,0.0,15.0,-0.0384615384615384,0.0,-0.5,12.913430580726036,0.0,0.0,0.0,0.5464756352119453,0.7148860546276635,0.4289316327765981
6,140,growth,1,13,13,0,0,13,0.0,0.0,20.615384615384617,20.615384615384617,0.0,0.0,268.0,22.5,9.23618154310838,5.848787040394532,1.820429515100955,0.3112490679739567,14.0,13.0,1.0769230769230769,89.12211245725214,87.00574693662483,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,5.848787040394532,0.0,0.0,15.0,0.0307692307692307,0.0,0.4,14.540617062495304,0.0,0.0,0.0,0.5165648949654604,0.691609312044296,0.4149655872265775
6,150,growth,1,13,13,0,0,13,0.0,0.0,20.153846153846153,20.153846153846153,0.0,0.0,262.0,22.5,9.13220620552083,5.916966763780999,1.9929956804857896,0.3368272562701107,16.0,13.0,1.2307692307692308,89.12266543873162,86.05230967266364,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,5.916966763780999,0.0,0.0,15.0,-0.0461538461538461,0.0,-0.6,16.094064932603104,0.0,0.0,0.0,0.4902632023250177,0.6691096455868494,0.4014657873521096
6,160,growth,1,13,13,0,0,13,0.0,0.0,20.923076923076923,20.923076923076923,0.0,0.0,272.0,22.5,9.304852983362556,6.0314837827349255,2.0692117425256966,0.3430684417072958,15.0,13.0,1.1538461538461535,88.97357167268112,86.09297300012354,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,6.0314837827349255,0.0,0.0,15.0,0.0769230769230769,0.0,1.0,17.51611797626202,0.0,0.0,0.0,0.4674277895029044,0.6478962255684966,0.3887377353410979
6,170,growth,1,13,13,0,0,13,0.0,0.0,20.615384615384617,20.615384615384617,0.0,0.0,268.0,22.5,9.23618154310838,6.007936798938264,1.8533825947608025,0.3084890298926474,14.0,13.0,1.0769230769230769,89.04727153858704,87.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,6.007936798938264,0.0,0.0,15.0,-0.0307692307692307,0.0,-0.4,18.74976451580341,0.0,0.0,0.0,0.4477221399998082,0.6282413886962247,0.3769448332177348
6,180,growth,1,13,13,0,0,13,0.0,0.0,20.23076923076923,20.23076923076923,0.0,0.0,263.0,22.5,9.149617481968136,6.0770001303826,1.779670847345174,0.2928535147543477,15.0,13.0,1.1538461538461535,89.12992425454765,87.00574693662483,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,6.0770001303826,0.0,0.0,15.0,-0.0384615384615384,0.0,-0.5,19.92402722285344,0.0,0.0,0.0,0.4308714833281503,0.6103867983606454,0.3662320790163872
6,190,growth,1,13,13,0,0,13,0.0,0.0,20.846153846153847,20.846153846153847,0.0,0.0,271.0,22.5,9.287732724180174,6.032844426021407,1.9546104072300556,0.3239948304980738,14.0,14.0,1.0,89.04689004424378,87.00574693662483,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,6.032844426021407,0.0,0.0,15.0,0.0615384615384615,0.0,0.8,20.985906747671272,0.0,0.0,0.0,0.416308280132361,0.5941425948966409,0.3564855569379845
6,200,growth,1,13,13,0,0,13,0.0,0.0,20.846153846153847,20.846153846153847,0.0,0.0,271.0,22.5,9.287732724180174,6.1268926482401875,1.881825299387952,0.307141875568599,16.0,13.0,1.2307692307692308,88.9717520997077,86.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,6.1268926482401875,0.0,0.0,15.0,0.0,0.0,0.0,21.948796932513897,0.0,0.0,0.0,0.403830022476711,0.579602571985997,0.3477615431915982
6,210,growth,1,13,13,0,0,13,0.0,0.0,20.46153846153846,20.46153846153846,0.0,0.0,266.0,22.5,9.201653640780462,5.9960428442489695,1.8157725381287504,0.3028284795980613,14.0,14.0,1.0,89.05592632111954,87.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,5.9960428442489695,0.0,0.0,15.0,-0.0384615384615384,0.0,-0.5,22.77851251455454,0.0,0.0,0.0,0.3931208963298305,0.5666545415598989,0.3399927249359393
